Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Dong Hai 210,Product Carrier,4569,7679,2005,117.75,In Service,Donghai Shipping,Donghai Shipping,Donghai Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,1516,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,12,7,17.6,Guangzhou Diesel,China P.R.,China P.R.,JX-03-03,Product Tankers,
Ouglich,Product Carrier,4378,5400,2005,144,In Service,Navigator LLC,Navigator LLC,Navigator LLC,Russia,,MDO,Diesel 4-Stroke,,,,1859,Unspec,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,3.74,16.9,Wartsila,Russia,Russia,19614/8,Product Tankers,
Histria Ivory,Chemical & Oil Carrier,25814,40416,2006,179.96,In Service,Histria Shipmgmt,Petromin Shpg. Co.,Histria Shipmgmt,Malta,,IFO 180,Diesel 2-Stroke,,,1776,9480,IFO 380,,,,Category II,1,,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,11.1,32.2,MAN Energy Solutions,Romania,Romania,571,Product Tankers,
Rui Jin Tan,Tanker,31004,52687,2007,184,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9720,,,,,Category II,1,35.8,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.6,11,32.26,CSSC,China P.R.,China P.R.,4130018,Product Tankers,
Li Ping Tan,Product Carrier,31004,52687,2007,184,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9720,,,,,Category II,1,35.8,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.6,11,32.26,CSSC,China P.R.,China P.R.,4130019,Product Tankers,
Zun Yi Tan,Product Carrier,31004,52663,2007,184,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9720,IFO 380,,,,Category II,1,35.8,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.6,11,32.26,CSSC,China P.R.,China P.R.,4130020,Product Tankers,
Lu Ding Tan,Product Carrier,31004,52682,2007,184,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9720,,,,,Category II,1,35.8,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,15.4,11,32.26,CSSC,China P.R.,China P.R.,4130021,Product Tankers,
Chang Hang Guang Rong,Product Carrier,29588,45720,2007,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Singapore,,IFO 380,Diesel 2-Stroke,,,2400,8514,,,,,Category II,1,,Y,6RTA52U,RTA52,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14,12,32.2,CSSC,China P.R.,China P.R.,510-5,Product Tankers,
CSC Brave,Product Carrier,29762,45853,2007,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,8520,,,,,Category II,1,,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,12,32.2,MAN Energy Solutions,China P.R.,China P.R.,JLZ05-0501,Product Tankers,28.64
CSC Progress,Product Carrier,29593,45853,2007,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,8520,IFO 380,,,,Category II,1,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14,12,32.2,MAN Energy Solutions,China P.R.,China P.R.,JLZ050502,Product Tankers,28.64
CSC Peace,Product Carrier,29593,45886,2007,184.5,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,8520,,,,,Category II,1,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12,32.2,MAN Energy Solutions,China P.R.,China P.R.,05-0503,Product Tankers,
CSC Friendship,Product Carrier,29593,45800,2008,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,8520,IFO 380,,,,Category II,1,,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12,32.2,MAN Energy Solutions,China P.R.,China P.R.,05-0504,Product Tankers,
Northsea Rational,Chem Parcel Tanker,3991,5795,2006,108.5,In Service,Clearwater Group,Clearwater Group,North Sea Tankers,Malta,,MDO,Diesel 4-Stroke,,,2241,2682,Unspec,,,,Category II,1,,Y,8L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,16,5.7,16,MAN Energy Solutions,Turkey,Netherlands,57,Chemical Tankers,13
Jana,Chemical Bulk Tanker,1164,1350,2005,69.34,In Service,Glusing Transport,Glusing Transport,Glusing Transport,Germany,,MDO,Diesel 4-Stroke,,,560,739,,,,,Category II,1,,Y,6L23/30A,23/30,Diesel 4-Stroke,"Small Chemical Tankers <2,000",,MAN Energy Solutions,11,3.7,12,MAN Energy Solutions,Germany,Germany,251,Chemical Tankers,
Seapower,Asphalt & Bitumen Carrier,3726,4999,2009,101.9,In Service,Queensway Nav,Queensway Nav,Queensway Nav,Malta,,IFO 380,Diesel 4-Stroke,,,600,2427,,,,,Category II,1,,Y,6N330-SN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12.5,5.9,16,Yanmar,China P.R.,Greece,HT0102,Product Tankers,
Norient Saturn,Chemical & Oil Carrier,25864,40435,2007,180.01,In Service,Interorient Germany,Interorient Nav,Norient Product Pool,Liberia,,IFO 380,Diesel 2-Stroke,,,3330,9480,IFO 380,,,,Category II,1,,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,11,32.23,MAN Energy Solutions,Romania,Cyprus,575,Product Tankers,
Norient Solar,Chemical & Oil Carrier,25864,40429,2008,180.01,In Service,Interorient Germany,Interorient Nav,Norient Product Pool,Liberia,,IFO 380,Diesel 2-Stroke,,,3330,9960,IFO 380,,,,Category II,1,,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,15,11,32.23,MAN Energy Solutions,Romania,Cyprus,576,Product Tankers,
Chang Hang Ma Nao,Product Carrier,31530,49997,2010,184.91,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9720,,,,,Category II,1,,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,,11.4,32.2,CSSC,China P.R.,China P.R.,BH515-4,Product Tankers,
Bao Hai Tun,Chem Parcel Tanker,2984,3845,2006,95.8,In Service,Dongzhan Shipping,Dongzhan Shipping,Dongzhan Shipping,China P.R.,,IFO 180,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,8DKM-28,DKM,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Daihatsu,12.6,5.1,15.2,Daihatsu,China P.R.,China P.R.,3600-02,Chemical Tankers,
Lian Yun Hu,Tanker,43153,75493,2006,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,13560,,,,,Category II,1,,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,15,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,OT750-5,Crude Tankers,
Lian Sheng Hu,Tanker,43153,75499,2006,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,12240,,,,,Category II,1,,Y,6S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,OT750-7,Crude Tankers,
Elektra,Product Carrier,4378,5599,2006,141,In Service,PB Tankers,PB Tankers,PB Tankers,Russia,,MDO,Diesel 4-Stroke,,,,1859,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,3.73,16.9,Wartsila,Russia,Italy,19614/10,Product Tankers,
Chang Hang Xian Feng,Product Carrier,29578,45765,2009,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,8514,,,,,Category II,1,,Y,6RTA52U,RTA52,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.5,12,32.2,CSSC,China P.R.,China P.R.,510-9,Product Tankers,29.7
Chang Hang Cheng Gong,Product Carrier,29578,45811,2010,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,9360,,,,,Category II,1,,Y,6RTA52U,RTA52,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.5,12,32.2,CSSC,China P.R.,China P.R.,510-13,Product Tankers,29.7
CSC Coral,Product Carrier,31534,50069,2008,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,9960,IFO 380,,,,Category II,1,,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.5,11.4,32.2,CSSC,China P.R.,China P.R.,06-0509,Product Tankers,20
CSC Crystal,Product Carrier,31534,50069,2008,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,9960,IFO 380,,,,Category II,1,,Y,6RT-flex50-B,flex50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.5,11.4,32.2,CSSC,China P.R.,China P.R.,06-0510,Product Tankers,20
CSC Risingsun,Product Carrier,29593,45791,2008,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,7458,IFO 380,,,,Category II,1,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.4,32.2,MAN Energy Solutions,China P.R.,China P.R.,06-0507,Product Tankers,20
President Heydar Aliyev,Product Carrier,7833,13470,2004,149.9,In Service,Caspian Shpg ACSC,Caspian Shpg ACSC,Caspian Shpg ACSC,Azerbaijan,,IFO 180,Diesel 4-Stroke,,,,3196,MDO,,,,Category II,1,,Y,9L20,20,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 4-stroke,10,7.14,17.3,Wartsila,Russia,Azerbaijan,19619/1,Product Tankers,
Babek,Product Carrier,7833,13470,2004,149.9,In Service,Caspian Shpg ACSC,Caspian Shpg ACSC,Caspian Shpg ACSC,Azerbaijan,,IFO 180,Diesel 4-Stroke,,,,3241,MDO,,,,Category II,1,,Y,9L20,20,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 4-stroke,10,7.14,17.3,Wartsila,Russia,Azerbaijan,19619/2,Product Tankers,
Jin Niu Zuo,Tanker,43153,75493,2005,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,13560,,,,,Category II,1,,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.5,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,OT750-1,Crude Tankers,
Tian Long Zuo,Tanker,43153,75485,2006,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,12240,,,,,Category II,1,,Y,6S60MC-C7.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.5,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,OT750-3,Crude Tankers,
Feng Huang Zuo,Tanker,43153,75493,2006,228.6,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,12240,,,,,Category II,1,,Y,6S60MC6.1,S60,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",,MAN B. & W.,14.5,14.7,32.26,MAN Energy Solutions,China P.R.,China P.R.,OT750-4,Crude Tankers,
Teng Chi,Product Carrier,27235,42047,2005,187.8,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8561,IFO 380,,,,Category II,1,26,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.8,31.5,MAN Energy Solutions,China P.R.,China P.R.,2130014,Product Tankers,
Da Chi,Product Carrier,27235,42047,2005,187.8,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,China P.R.,,IFO 380,Diesel 2-Stroke,,,,8561,,,,,Category II,1,26,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,12.8,31.5,MAN Energy Solutions,China P.R.,China P.R.,2130015,Product Tankers,
Fei Chi,Product Carrier,27325,42036,2005,187.8,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,8580,,,,,Category II,1,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,,10.5,31.5,MAN Energy Solutions,China P.R.,China P.R.,4130005,Product Tankers,
Yue Chi,Product Carrier,26967,42054,2006,187.8,In Service,COSCO Shpg Energy,China COSCO Shipping,COSCO Shpg Energy,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,8580,,,,,Category II,1,,Y,6S50MC6.1,S50,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,14.5,11.54,31.5,MAN Energy Solutions,China P.R.,China P.R.,4130006,Product Tankers,
Jag Lyall,Tanker,61435,110484,2006,244.5,In Service,Great Eastern Shpg,Great Eastern Shpg,Great Eastern Shpg,India,Fitted,IFO 380,Diesel 2-Stroke,,,2910,10040,IFO 380,,,,Category II,1,,Y,7S60MC6.1,S60,Diesel 2-Stroke,"Aframax Crude 85-124,999 dwt",,MAN B. & W.,14.8,15.52,42,MAN Energy Solutions,China P.R.,India,OT1100-1,Crude Tankers,45.8
Chang Hang Xi Wang,Product Carrier,29588,45764,2007,184.95,In Service,CMG Nanjing Tanker,China Merchants,CMG Nanjing Tanker,China P.R.,,IFO 380,Diesel 2-Stroke,,,2400,8514,,,,,Category II,1,30,Y,6RTA52U,RTA52,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,Wartsila 2-stroke,14.5,12,32.2,CSSC,China P.R.,China P.R.,BH510-3,Product Tankers,
Astana,Tanker,7224,12368,2004,149.35,In Service,Kazmortransflot,Kazmortransflot,Kazmortransflot,Azerbaijan,,MDO,Diesel 2-Stroke,,,,2400,IFO 380,,,,Category II,1,12.5,Y,6S26MC6.1,S26,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,10.6,7,17.33,MAN Energy Solutions,Russia,Kazakhstan,210,Product Tankers,11
Almaty,Tanker,7224,12367,2005,149.35,In Service,Kazmortransflot,Kazmortransflot,Kazmortransflot,Azerbaijan,,MDO,Diesel 2-Stroke,,,,2400,IFO 380,,,,Category II,1,12.5,Y,6S26MC6.1,S26,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,10.6,7,17.33,MAN Energy Solutions,Russia,Kazakhstan,211,Product Tankers,11
Hua Chen 366,Product Carrier,5620,8545,2012,129.65,In Service,Zhonggang Shipping,Zhonggang Shipping,Zhonggang Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,12.1,7,17.5,Guangzhou Diesel,China P.R.,China P.R.,QLG11-Y8800-2,Product Tankers,
Dmitry Pokrovsky,Product Carrier,5075,6999,2014,140.85,In Service,MRP Tanker,MRP Tanker,MRP Tanker,Russia,,IFO 380,Diesel 4-Stroke,,,,1183,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.2,16.86,Wartsila,Russia,Russia,12,Product Tankers,7.5
Lady Leila,Product Carrier,5075,6999,2014,140.85,In Service,Taganrong Tanker Flt,Taganrong Tanker Flt,Taganrong Tanker Flt,Russia,,IFO 380,Diesel 4-Stroke,,,,1183,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.2,16.86,Wartsila,Russia,Russia,13,Product Tankers,
Zhong Ran 35,Product Carrier,2537,3600,2011,87.7,In Service,China Marine Bunker,China Marine Bunker,China Marine Bunker,China P.R.,,IFO 180,Diesel 4-Stroke,,,,960,,,,,Category II,1,,Y,6230ZC-4,230,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,12,5.6,15,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Zhong Ran 37,Product Carrier,2537,3546,2012,87.6,In Service,China Marine Bunker,China Marine Bunker,China Marine Bunker,China P.R.,,IFO 180,Diesel 4-Stroke,,,,1920,,,,,Category II,1,,Y,6230ZC-4,230,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.6,15,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Feng Hai 33,Chemical Bulk Tanker,18451,27212,2013,176.2,Idle,Dongguan Fenghai,Dongguan Fenghai,,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,IFO 380,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,,9.2,27,MAN Energy Solutions,China P.R.,China P.R.,HQ-019A,Chemical Tankers,
He Zhong 5,Chem Parcel Tanker,2028,2444,2018,85,In Service,SanHan Shipping,Dalian Hezhong Shpg,SanHan Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,861,1320,,,,,Category II,1,12,Y,6L21/31,21/31,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,11.8,4.8,13.2,MAN Energy Solutions,China P.R.,China P.R.,HT0134,Chemical Tankers,
SVL Liberty,Product Carrier,5075,7041,2013,140.85,In Service,Rosneft,Rosneft,Rosneft,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.2,16.86,Wartsila,Ukraine,Russia,8001,Product Tankers,
SVL Unity,Product Carrier,5075,7041,2013,140.85,In Service,SVL Marine,SVL Marine,SVL Marine,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.2,16.86,Wartsila,Ukraine,Russia,8003,Product Tankers,
Geroy Rossii Pyatnit Skikh,Chemical Unknown Carrier,4801,6104,2013,137.04,Idle,Staksel,Staksel,,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,,4,16.9,Wartsila,China P.R.,Russia,HCR11,Chemical Tankers,
Glard-2,Chemical Unknown Carrier,4794,6119,2013,137.04,In Service,Folson Oil Ltd,Folson Oil Ltd,Folson Oil Ltd,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,,4.11,16.9,Wartsila,China P.R.,United Kingdom,HCR15,Chemical Tankers,
Feng Hai 35,Chemical Bulk Tanker,18451,27260,2013,176.2,In Service,Dongguan Fenghai,Dongguan Fenghai,Dongguan Fenghai,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.1,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14,9.2,27,MAN Energy Solutions,China P.R.,China P.R.,FS-001A,Chemical Tankers,
Olga Golovushkina,Chemical Bulk Tanker,4684,7139,2015,139.95,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Malta,,MDO,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,,4.6,16.83,Wartsila,Turkey,Turkey,1,Chemical Tankers,
Armada Pride,Chemical Bulk Tanker,4684,7162,2015,139.95,In Service,Palmali Shipping,Palmali Shipping,Palmali Shipping,Malta,,MDO,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,,4.6,16.6,Wartsila,Turkey,Turkey,2,Chemical Tankers,
Dong Gui 17,Chem Parcel Tanker,2974,4373,2013,98,In Service,Guangxi Wuzhou Shpg,Guangxi Wuzhou Shpg,Guangxi Wuzhou Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,552,1765,,,,,Category II,1,,Y,8320ZCd-4,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.2,15,Guangzhou Diesel,China P.R.,China P.R.,LR001,Chemical Tankers,
Cai Hong Dao 1,Chem Parcel Tanker,4406,6690,2014,103.09,In Service,Yong Ji Shipping,Yong Ji Shipping,Yong Ji Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,951,2720,MDO,,,,Category II,1,,Y,8L27/38,27/38,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,MAN Energy Solutions,12,7.1,16,MAN Energy Solutions,China P.R.,China P.R.,NDC2010-05,Chemical Tankers,
Caminero,Chemical Bulk Tanker,4684,7086,2015,139.95,In Service,Frachtmortrans LLC,Frachtmortrans LLC,Frachtmortrans LLC,Russia,,IFO 180,Diesel 4-Stroke,,,,2400,IFO 180,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.6,16.83,Wartsila,Turkey,Russia,79,Chemical Tankers,
Milagress,Chemical Bulk Tanker,4684,7115,2015,139.95,In Service,Frachtmortrans LLC,Frachtmortrans LLC,Frachtmortrans LLC,Russia,,MDO,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.6,16.6,Wartsila,Turkey,Russia,81,Chemical Tankers,
Ning Shen Hai You 8,Product Carrier,5619,8986,2012,129.65,In Service,Ningshen Shipping,Ningshen Shipping,Ningshen Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7,17.5,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Chang Feng You 9,Product Carrier,5258,7783,2014,124.9,In Service,Changdao Changfeng,Changdao Changfeng,Changdao Changfeng,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.5,17.4,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Jian Qiao 112,Product Carrier,7132,11000,2012,132.65,In Service,Jianqiao Intl Shpg,Jianqiao Intl Shpg,Jianqiao Intl Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2878,,,,,Category II,1,,Y,6L32/40,32/40,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN Energy Solutions,,7.6,18.8,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Midvolga-2,Chemical Unknown Carrier,4979,6573,2014,137.62,In Service,Transpetro-Volga,Transpetro-Volga,Transpetro-Volga,Russia,,MDO,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,6.4,16.7,Wartsila,China P.R.,Russia,HCR19,Chemical Tankers,
Yaz,Chemical Unknown Carrier,4754,6619,2014,141,In Service,Transpetrochart,Transpetrochart,Transpetrochart,Russia,,MDO,Diesel 4-Stroke,,,,2200,Unspec,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,11,4.08,16.9,Wartsila,Russia,Russia,5202,Chemical Tankers,
Smooth Sea 18,Product Carrier,5169,7413,2014,118.88,In Service,Smoothsea Co Ltd,Smoothsea Co Ltd,Smoothsea Co Ltd,Thailand,,IFO 380,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,GN8320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,6.5,16.8,Ningbo C.S.I. Power,China P.R.,Thailand,,Product Tankers,
Heng Fa 3,Product Carrier,4705,6691,2012,117.75,In Service,Jiangsu Hengfa Shpg,Jiangsu Hengfa Shpg,Jiangsu Hengfa Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2059,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.78,17.6,Guangzhou Diesel,China P.R.,China P.R.,LH1038,Product Tankers,
