Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Fu Long 33 Hao,Product Carrier,4576,7500,2012,117.18,In Service,Hongrun Shipping,Hongrun Shipping,Hongrun Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2574,,,,,Category II,1,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,,6.2,16.3,Yanmar,China P.R.,China P.R.,,Product Tankers,
Zhen Xing You 86,Product Carrier,3408,5400,2012,105.89,In Service,Zhenxing Shipping,Zhenxing Shipping,Zhenxing Shipping,China P.R.,,,Diesel 4-Stroke,,,,1765,,,,,Category II,1,,Y,8320ZCd-4,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.9,15.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Xin Ao Tai 161,Product Carrier,12147,17000,2013,156.7,In Service,Yueqing Lida,Yueqing Lida,Yueqing Lida,China P.R.,,IFO 380,Diesel 2-Stroke,,,,4438,,,,,Category II,1,,Y,6S35MC7.2,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,,8.4,22,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Hai Zhi Run 19,Product Carrier,5678,8600,2010,126.28,In Service,Haizhirun Marine,Haizhirun Marine,Haizhirun Marine,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,GN8320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,7.3,18,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Zhe Xing 169,Product Carrier,12755,18884,2011,157.1,In Service,Huasheng Shipping,Huasheng Shipping,Huasheng Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,,,4437,,,,,Category II,1,,Y,6S35MC7.2,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,,9.2,23,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Sheng Fei 501,Product Carrier,3841,5800,2011,107.43,In Service,Shengfei Oil,Shengfei Oil,Shengfei Oil,China P.R.,,,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,GN8320Zc,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,5.45,17.4,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Hang Hai You 5,Product Carrier,3840,5200,2010,116.8,In Service,Ningbo Yongwang Shpg,Ningbo Yongwang Shpg,Ningbo Yongwang Shpg,China P.R.,,,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.5,16,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Chi Xun 169,Product Carrier,7023,10800,2012,132.65,In Service,Tianjin Chixun Shpg,Tianjin Chixun Shpg,Tianjin Chixun Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2574,,,,,Category II,1,,Y,6N330-EN,N330,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Yanmar,,7.5,18.8,Yanmar,China P.R.,China P.R.,HS2010-34,Product Tankers,
Chang Qi 1,Product Carrier,5028,8300,2010,119.95,In Service,Rizhao Changqi Shpg,Rizhao Changqi Shpg,Rizhao Changqi Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7.3,16.7,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Hua Hang He Shun,Asphalt & Bitumen Carrier,5392,6110,2014,108,In Service,Datong Industry,Wuhan XG,Datong Industry,China P.R.,,,Diesel 4-Stroke,,,,2574,,,,,Category II,1,,Y,6N330-EW,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12.4,6.5,17.6,Yanmar,China P.R.,China P.R.,NHJB510,Product Tankers,
Lu Sheng You 1,Product Carrier,4434,6538,2014,118,In Service,Lusheng Shipping,Lusheng Shipping,Lusheng Shipping,China P.R.,,,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,GN8320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,6.5,16.8,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Jian Xing 72,Chemical Unknown Carrier,1738,2191,2011,83.5,In Service,Hexing Shipping,Hexing Shipping,Hexing Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,735,,,,,Category II,1,,Y,6300ZB,300,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,,4.63,12.2,Guangzhou Diesel,China P.R.,China P.R.,,Chemical Tankers,
Yun Xiang 7,Chemical Unknown Carrier,2520,3130,2013,93.83,In Service,Zhejiang Yunxiang,Zhejiang Yunxiang,Zhejiang Yunxiang,China P.R.,,IFO 380,Diesel 4-Stroke,,,,736,,,,,Category II,1,,Y,GN6320Zc2B,GN320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,5.07,13.8,Ningbo C.S.I. Power,China P.R.,China P.R.,NDX011-03,Chemical Tankers,
Jia Xin 1 Hao,Chemical & Oil Carrier,2895,3553,2007,89.6,In Service,Jiaxin Shpg,Jiaxin Shpg,Jiaxin Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,1765,,,,,Category II,1,,Y,G8300ZC16B,G300,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wuxi Wandi,,5.6,15,Cummins Inc,China P.R.,China P.R.,,Product Tankers,
Yu Zhou 1,Chemical & Oil Carrier,2782,3550,2010,92.48,In Service,Daishan Yuyang Shpg,Daishan Yuyang Shpg,Daishan Yuyang Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,735,,,,,Category II,1,,Y,6300ZC,300,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Zichai Power,,5.28,14.8,Zichai Power,China P.R.,China P.R.,,Product Tankers,
Xing Tong You 59,Chemical Unknown Carrier,4237,6517,2003,114.5,In Service,Quanzhou Xingtong,Quanzhou Xingtong,Quanzhou Xingtong,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2059,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.9,16,Guangzhou Diesel,China P.R.,China P.R.,,Chemical Tankers,
Yong Xiang 10,Chemical Unknown Carrier,5418,8000,2011,118,In Service,Hexing Shipping,Hexing Shipping,Zhoushan Yongxiang,China P.R.,,IFO 380,Diesel 2-Stroke,,,,2548,,,,,Category II,1,,Y,6UEC33LSII,UEC33,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Mitsubishi,,7.06,17.6,Mitsubishi HI,China P.R.,China P.R.,,Chemical Tankers,
Zhong Tuo 17,Chemical Unknown Carrier,1738,2408,2011,83.5,In Service,Zhoushan Zhongtuo,Zhoushan Zhongtuo,Zhoushan Zhongtuo,China P.R.,,IFO 380,Diesel 4-Stroke,,,,735,,,,,Category II,1,,Y,6300ZC8B,300,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,4.63,12.2,Ningbo C.S.I. Power,China P.R.,China P.R.,,Chemical Tankers,
Wen Jin Hao,Chemical Unknown Carrier,5138,6858,2013,111.38,In Service,Qianjin Shipping,Qianjin Shipping,Qianjin Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,1942,,,,,Category II,1,,Y,6320ZCd,320,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.66,18.6,Guangzhou Diesel,China P.R.,China P.R.,,Chemical Tankers,
Yi Zhou 2,Product Carrier,5766,8507,2012,121.93,In Service,Zhejiang Yizhou Shpg,Zhejiang Yizhou Shpg,Zhejiang Yizhou Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2501,,,,,Category II,1,,Y,GN8320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,7.28,18,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Cheng Lang 6,Product Carrier,5619,8300,2013,129.65,In Service,Huasheng Shipping,Huasheng Shipping,Huasheng Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.99,17.5,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Kun Lun You 106,Product Carrier,8531,12800,2010,137.76,In Service,COSCO PetroChina,China COSCO Shipping,COSCO PetroChina,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3825,,,,,Category II,1,,Y,8PC2.5L,PC2,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Pielstick,,8.3,20.8,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Jiao Yun You 8,Product Carrier,9805,14000,2011,146,In Service,Jiaoyun Shipping,Jiaoyun Shipping,Jiaoyun Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,1200,2968,,,,,Category II,1,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Pielstick,,7.9,20.6,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Hua Chen 288,Product Carrier,5620,8545,2012,129.65,Under Arrest,Huayuan Shipping,Huayuan Shipping,Huayuan Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7,17.5,Guangzhou Diesel,China P.R.,China P.R.,QLG11-Y8800-1,Product Tankers,
Hua Sheng You 122,Product Carrier,4127,6000,2013,110,In Service,Wenzhou Huashun,Wenzhou Huashun,Wenzhou Huashun,China P.R.,,,Diesel 4-Stroke,,,,2059,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.8,16.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Hua Fu You 8,Product Carrier,9252,13934,2011,145.65,In Service,Fuzhou Wuyang,Fuzhou Wuyang,Fuzhou Wuyang,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3309,,,,,Category II,1,,Y,8N330-EN,N330,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Yanmar,,8.01,21,Yanmar,China P.R.,China P.R.,,Product Tankers,
Hua Chen 56,Product Carrier,5766,8700,2011,121.93,In Service,Zhoushan Huacheng,Zhoushan Huacheng,Zhoushan Huacheng,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2500,,,,,Category II,1,,Y,GN8320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,7.29,18,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Xin Fu Yuan 8,Product Carrier,3892,5461,2013,107,In Service,Fuyuan Shipping,Fuyuan Shipping,Fuyuan Shipping,China P.R.,,,Diesel 4-Stroke,,,,2059,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,5.95,16.1,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
He Hai 7,Product Carrier,5169,7800,2011,121.6,In Service,Hehai Oil Transport,Hehai Oil Transport,Jianghai Oil Tra,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7.4,16.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
He Hai 8,Product Carrier,5619,8545,2012,129.65,In Service,Hehai Oil Transport,Hehai Oil Transport,Jianghai Oil Tra,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.99,17.5,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Zhen Xing You 126,Product Carrier,5169,7800,2012,121.6,In Service,Zhenxing Shipping,Zhenxing Shipping,Zhenxing Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7.4,16.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Hong Da You 8,Product Carrier,5745,8750,2011,132.5,In Service,Wanjiang Hongrui,Wanjiang Hongrui,,China P.R.,,IFO 380,Diesel 4-Stroke,,,,1764,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7,17.5,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Jian Qiao 802,Product Carrier,5028,7500,2010,119.95,In Service,Shenglong Shpg,Shenglong Shpg,Shenglong Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,7.3,16.7,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Jian Qiao 151,Product Carrier,9920,14794,2011,146,In Service,Jianqiao Intl Shpg,Jianqiao Intl Shpg,Jianqiao Intl Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3839,,,,,Category II,1,,Y,8L32/40,32/40,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN Energy Solutions,,8.2,20.6,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Heng Ye,Product Carrier,4293,6589,2012,110.5,In Service,Hengye Oil,Hengye Oil,Hengye Oil,China P.R.,,,Diesel 4-Stroke,,,,2059,,,,,Category II,1,,Y,8320ZCd-6,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.7,16.5,Guangzhou Diesel,China P.R.,China P.R.,LSZC2011-03,Product Tankers,
Lady Rania,Chemical Unknown Carrier,5077,7005,2015,140.85,In Service,Taganrong Tanker Flt,Taganrong Tanker Flt,Taganrong Tanker Flt,Russia,,MDO,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.2,16.7,Wartsila,Russia,Russia,17,Chemical Tankers,
Volgotrans - 2701,Chemical Bulk Tanker,5077,7000,2017,140.85,In Service,Volgotrans Jsc,Volgotrans Jsc,Volgotrans Jsc,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.2,16.86,Wartsila,Russia,Russia,2023,Chemical Tankers,
Volgotrans - 2702,Chemical Bulk Tanker,5077,6980,2017,140.85,In Service,Volgotrans Jsc,Volgotrans Jsc,Volgotrans Jsc,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,IFO 380,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,4.2,16.86,Wartsila,Russia,Russia,2024,Chemical Tankers,
DH Blossoming,Chem Parcel Tanker,6050,8702,2018,119.98,In Service,Dingheng Shipping,Dingheng Group,Dingheng Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1521,3300,IFO 380,,,,Category II,1,,Y,6UEC33LSE-C2,UEC33,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Japan Engine Corp,13.5,7.2,18.5,Japan Engine Corp,China P.R.,China P.R.,TB850002,Chemical Tankers,10.8
DH Diligency,Chem Parcel Tanker,6050,8716,2019,119.98,In Service,Dingheng Shipping,Dingheng Group,Dingheng Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,1521,3300,IFO 380,,,,Category II,1,,Y,6UEC33LSE-C2,UEC33,Diesel 2-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Japan Engine Corp,13.5,7.2,18.5,Japan Engine Corp,China P.R.,China P.R.,TB850004,Chemical Tankers,10.8
Professor Aziz Aliyev,Product Carrier,5075,7002,2017,140.85,In Service,Caspian Marine Serv,Caspian Marine Serv,Caspian Marine Serv,Azerbaijan,,IFO 380,Diesel 4-Stroke,,,1653,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,,4.2,16.7,Wartsila,Russia,Azerbaijan,2021,Product Tankers,
Lada,Chemical Unknown Carrier,4979,6589,2016,137.62,In Service,HK New Ocean Wind,HK New Ocean Wind,HK New Ocean Wind,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10.5,,16.7,Wartsila,China P.R.,Hong Kong,HCR26,Chemical Tankers,
Musa Dzhalil,Chemical Unknown Carrier,5254,7062,2016,139.9,In Service,Solid SC,Solid SC,Solid SC,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.4,16.7,Wartsila,China P.R.,Russia,HCR22,Chemical Tankers,
Ba Fang Yuan 7,Product Carrier,11698,19247,2016,156.52,In Service,Zhejiang Yizhou Shpg,Zhejiang Yizhou Shpg,Zhejiang Yizhou Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,1200,2970,,,,,Category II,1,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Ningbo C.S.I. Power,11,9.6,22,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Chang Feng You 12,Product Carrier,5255,8593,2016,124.88,In Service,Changdao Changfeng,Changdao Changfeng,Changdao Changfeng,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2574,,,,,Category II,1,,Y,6N330-EN,N330,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Yanmar,12.8,6.95,17.4,Yanmar,China P.R.,China P.R.,,Product Tankers,
Bei Hai Kai Tuo,Shuttle Tanker,39618,63401,2017,219.9,In Service,Shanghai North Sea,Shanghai North Sea,Shanghai North Sea,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9600,,,,,Category II,1,,Y,6G50ME-C9.5,G50,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",Shuttle Tanker,MAN B. & W.,,11.2,35,MAN Energy Solutions,China P.R.,China P.R.,15121001,Crude Tankers,
Bei Hai Fen Jin,Shuttle Tanker,39618,63508,2017,219.9,In Service,Shanghai North Sea,Shanghai North Sea,Shanghai North Sea,China P.R.,,IFO 380,Diesel 2-Stroke,,,,9600,,,,,Category II,1,,Y,6G50ME-C9.5,G50,Diesel 2-Stroke,"Panamax Tankers 55-84,999 dwt",Shuttle Tanker,MAN B. & W.,14.5,11.2,35,MAN Energy Solutions,China P.R.,China P.R.,15121002,Crude Tankers,
Balt Flot 12,Product Carrier,5075,7013,2016,140.85,In Service,VF Tanker,UCL Holding,VF Tanker,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.2,16.7,Wartsila,Russia,Russia,19,Product Tankers,
Synergy 1,Product Carrier,5075,7008,2015,140.85,In Service,Sea Energy Shipping,Sea Energy Shipping,Sea Energy Shipping,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.2,16.86,Wartsila,Russia,Russia,15,Product Tankers,
Chang Qi 9,Product Carrier,2998,5426,2015,96.9,In Service,Rizhao Changqi Shpg,Rizhao Changqi Shpg,Rizhao Changqi Shpg,China P.R.,,,Diesel 4-Stroke,,,,1765,,,,,Category II,1,,Y,8320ZCd-4,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.15,15.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Hong Da You 9,Product Carrier,2998,5429,2015,96.9,In Service,Wanjiang Hongrui,Wanjiang Hongrui,,China P.R.,,,Diesel 4-Stroke,,,,1764,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,,6.15,15.8,Guangzhou Diesel,China P.R.,China P.R.,,Product Tankers,
Lian Hai 101,Product Carrier,12045,16438,2012,151.8,In Service,Lianhai Shipping,Lianhai Shipping,Lianhai Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,,,4050,,,,,Category II,1,,Y,5S35MC-C9.2,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,12.6,8.53,23.4,MAN Energy Solutions,China P.R.,China P.R.,2011-HC-005,Product Tankers,
Hai Sheng,Chem Parcel Tanker,19467,28310,2018,177,In Service,Donghai Shipping,Donghai Shipping,Donghai Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,14.5,9.28,27.5,MAN Energy Solutions,China P.R.,China P.R.,W1611,Chemical Tankers,
Hai De Li,Chem Parcel Tanker,19600,28388,2019,177,In Service,Donghai Shipping,Donghai Shipping,Donghai Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,6480,,,,,Category II,1,,Y,6S42MC7.2,S42,Diesel 2-Stroke,"Chemical Tankers 10,000+ dwt",,MAN B. & W.,,9.28,27.5,MAN Energy Solutions,China P.R.,China P.R.,W1612,Chemical Tankers,
Balt Flot 17,Chemical Bulk Tanker,5352,7899,2017,140.85,In Service,Balt Flot Tanker,Balt Flot Tanker,Balt Flot Tanker,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.6,16.86,Wartsila,Russia,Russia,2025,Chemical Tankers,
Balt Flot 20,Chemical Bulk Tanker,5089,7902,2018,140.85,In Service,Balt Flot Tanker,Balt Flot Tanker,Balt Flot Tanker,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,,4.6,16.86,Wartsila,Russia,Russia,2028,Chemical Tankers,
Hang Hai You 17,Chemical & Oil Carrier,14424,23285,2018,159.2,In Service,Ningbo Yongwang Shpg,Ningbo Yongwang Shpg,Ningbo Yongwang Shpg,China P.R.,,IFO 380,Diesel 2-Stroke,,,,6060,,,,,Category II,1,,Y,6S42MC7.1,S42,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,13.5,9.8,24.8,MAN Energy Solutions,China P.R.,China P.R.,TK1205,Product Tankers,
Heng Shun You 68,Product Carrier,10104,15147,2011,150.9,In Service,Jiangsu Shengjiang,Jiangsu Shengjiang,Jiangsu Shengjiang,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,Category II,1,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,Pielstick,,8.3,20.6,MAN Energy Solutions,China P.R.,China P.R.,,Product Tankers,
Prosperer 168,Product Carrier,2952,4498,2012,97.28,In Service,Zhejiang Hongrun,Zhejiang Hongrun,Zhejiang Hongrun,Honduras,,,Diesel 4-Stroke,,,660,735,,,,,Category II,1,,Y,GN6320Zc2B,GN320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,,5.58,15,Ningbo C.S.I. Power,China P.R.,China P.R.,,Product Tankers,
Galiasgar Kamal,Chemical Unknown Carrier,5251,7053,2018,139.9,In Service,Safasco,Safasco,Safasco,Russia,,IFO 380,Diesel 4-Stroke,,,,2400,,,,,Category II,1,10.5,Y,6L20,20,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Wartsila 4-stroke,10,4.4,16.93,Wartsila,China P.R.,Russia,HCR23,Chemical Tankers,
Gang Ning,Product Carrier,6194,10224,2018,115.36,In Service,Gangxiang Shipping,Gangxiang Shipping,Gangxiang Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2720,IFO 380,,,,Category II,1,,Y,8L27/38,27/38,Diesel 4-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN Energy Solutions,12.5,7.9,19,MAN Energy Solutions,China P.R.,China P.R.,DN10000-1,Product Tankers,
Yu Dong,Product Carrier,14681,19999,2018,146.9,In Service,Maple Leaf Shipping,Maple Leaf Shipping,Maple Leaf Shipping,Hong Kong,,IFO 380,Diesel 2-Stroke,,,,4205,,,,,Category II,1,,Y,6S35ME-B9.5,S35,Diesel 2-Stroke,"Handy Products Tankers 10-54,999 dwt",,MAN B. & W.,12.5,7.87,30,MAN Energy Solutions,China P.R.,China P.R.,MLPT19900-001,Product Tankers,
Jian Xing 25,Chemical Unknown Carrier,3327,4899,2018,99.9,In Service,Hexing Shipping,Hexing Shipping,Hexing Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,G8300ZC30B,300,Diesel 4-Stroke,"Small Chemical Tankers 2-9,999 dwt",,Ningbo C.S.I. Power,12,5.8,15.6,Ningbo C.S.I. Power,China P.R.,China P.R.,,Chemical Tankers,
Yun Tong 198,Product Carrier,5247,7219,2018,117.8,In Service,Laizhou Yuntong Shpg,Laizhou Yuntong Shpg,Laizhou Yuntong Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2206,,,,,Category II,1,,Y,8320ZCd-8,320,Diesel 4-Stroke,"Small Product Tankers 2-9,999 dwt",,Guangzhou Diesel,11,6.25,17.6,Guangzhou Diesel,China P.R.,China P.R.,JSHT071,Product Tankers,
