Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Pacific Busan,Fully Cellular Container,7170,8523,2007,132.7,In Service,Silver Maritime,Silver Maritime,Silver Maritime,Liberia,,IFO 380,Diesel 4-Stroke,,706,1494,7000,,,,,Category II,1,,Y,7M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.65,19.2,Caterpillar,China P.R.,Singapore,2039,Containerships,26.8
A. Obelix,Fully Cellular Container,18199,23987,2008,182.52,In Service,Capital Ship Mgmt,Capital Maritime,COSCO Shipping Lines,Malta,,IFO 380,Diesel 2-Stroke,,1702,2600,16660,,,,,Category II,1,38.9,Y,7S60MC-C8.2,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20.5,10,25.2,MAN Energy Solutions,Germany,Greece,154,Containerships,63
Pavo J,Fully Cellular Container,8550,10950,2007,139.8,In Service,Jungerhans & Co,Jungerhans & Co,Crowley Liner,Antigua & B.,,IFO 380,Diesel 4-Stroke,,972,874,8400,,,,,Category II,1,,Y,9M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.36,22.2,Caterpillar,Germany,Germany,236,Containerships,34
Tucana J,Fully Cellular Container,8246,11153,2007,139.8,In Service,Jungerhans & Co,Jungerhans & Co,Crowley Maritime,Antigua & B.,,IFO 380,Diesel 4-Stroke,,972,1494,8400,,,,,Category II,1,,Y,9M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.36,22.2,Caterpillar,Germany,Germany,238,Containerships,35.5
Cape Ferrol,Fully Cellular Container,17665,21780,2008,167.9,In Service,Schoeller Holdings,Schoeller Holdings,New Golden Sea Shpg,Marshall Is.,,IFO 380,Diesel 2-Stroke,,1440,3108,13280,,,,,Category II,1,,Y,8S50MC-C8.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,19.8,9.5,25,MAN Energy Solutions,Germany,Germany,546,Containerships,45
Vega Luna,Fully Cellular Container,9966,13715,2006,148,In Service,Contships Management,Contships Management,King Ocean Services,Liberia,,IFO 380,Diesel 4-Stroke,,1118,,9723,,,,,Category II,1,26.75,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Greece,QS2004 0321,Containerships,41
Contship Bee,Fully Cellular Container,9966,13760,2006,148,In Service,Contships Management,Contships Management,CMA CGM,Liberia,,IFO 380,Diesel 4-Stroke,,1118,,9723,,,,,Category II,1,26.75,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Greece,QS2004 0320,Containerships,41
Cape Mayor,Fully Cellular Container,28007,37909,2007,221.6,In Service,Columbia Shipmgmt,Schoeller Holdings,Evergreen Marine,Marshall Is.,,IFO 380,Diesel 2-Stroke,,2741,4440,20580,,,,,Category II,1,51.57,Y,7UEC68LSE-1,UEC68,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Mitsubishi,22,11.4,29.8,Mitsubishi HI,Germany,Germany,139,Containerships,88
X-Press Kailash,Fully Cellular Container,28007,37800,2008,221.6,In Service,Sea Consortium,Sea Consortium,Heung-A Shipping,Singapore,,IFO 380,Diesel 2-Stroke,,2741,,21770,,,,,Category II,1,51.57,Y,7L70MC-C7.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,11.4,29.8,MAN Energy Solutions,Germany,Singapore,152,Containerships,88
Elbcarrier,Fully Cellular Container,8550,10950,2007,139.8,In Service,Irish Continental,Irish Continental,EUCON,Cyprus,,IFO 380,Diesel 4-Stroke,,972,1494,9000,,,,,Category II,1,,Y,9M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.36,22.2,Caterpillar,Germany,Ireland,240,Containerships,35.5
Elbfeeder,Fully Cellular Container,8550,10950,2008,139.8,In Service,Irish Continental,Irish Continental,EUCON,Cyprus,,IFO 380,Diesel 4-Stroke,,972,1494,9000,,,,,Category II,1,,Y,9M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.36,22.2,Caterpillar,Germany,Ireland,242,Containerships,35.5
Hoheweg,Fully Cellular Container,9981,11500,2007,139,In Service,Rass Reederei,Rass Reederei,X-Press Feeders,Antigua & B.,,IFO 380,Diesel 4-Stroke,,957,1950,9600,,,,,Category II,1,,Y,8L48/60B,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,18.8,8.8,22.6,MAN Energy Solutions,China P.R.,Germany,2035,Containerships,37
AS Laetitia,Fully Cellular Container,9981,11850,2007,139,In Service,MPC Container Ships,MPC Group,World Direct,Madeira,,IFO 380,Diesel 4-Stroke,,966,1950,9600,,,,,Category II,1,,Y,8L48/60B,48/60,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,18.8,8.8,22.6,MAN Energy Solutions,China P.R.,Germany,2037,Containerships,37
Glory Fortune,Fully Cellular Container,9966,13979,2006,148,In Service,Shanghai Haihua Shpg,SIPG,Shanghai Haihua Shpg,Hong Kong,,IFO 380,Diesel 4-Stroke,,1118,1710,9723,,,,,Category II,1,26.76,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19,8.5,23.25,MAN Energy Solutions,China P.R.,China P.R.,04-0414,Containerships,38
Abtin 1,Fully Cellular Container,9990,13760,2008,148,In Service,HDS Lines,IRISL,HDS Lines,Iran,,IFO 380,Diesel 4-Stroke,,1118,,9723,,,,,Category II,1,26.76,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.5,8.5,23.25,MAN Energy Solutions,China P.R.,Iran,04-0426,Containerships,37
Max King,Fully Cellular Container,17900,23965,2008,183,In Service,Vroon BV,Vroon BV,Samudera Shpg Line,Malta,,IFO 380,Diesel 2-Stroke,,1702,2720,15785,,,,,Category II,1,32.5,Y,7UEC60LSE,UEC60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,Mitsubishi,20,10,25.2,Mitsubishi HI,Germany,Netherlands,153,Containerships,62
Northern Diplomat,Fully Cellular Container,36007,42007,2009,230.02,In Service,NVA Norddeutsche,NVA Norddeutsche,APL,Liberia,,IFO 380,Diesel 2-Stroke,,3534,3675,31990,,,,,Category II,1,,Y,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.2,MAN Energy Solutions,China P.R.,Germany,1123,Containerships,122
Bomar Hermes,Fully Cellular Container,27061,33800,2006,208.5,In Service,Borealis Maritime,Borealis Maritime,COSCO Shipping Lines,Liberia,,IFO 380,Diesel 2-Stroke,,2510,5280,19656,,,,,Category II,1,,Y,7S70MC6.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,11.4,29.8,MAN Energy Solutions,Germany,United Kingdom,40.2027,Containerships,82
Zhong Lian Shan Tou,Fully Cellular Container,6401,8630,2005,124.5,In Service,CULines,CULines,CULines,China P.R.,,IFO 380,Diesel 4-Stroke,,599,,5200,,,,,Category II,1,,Y,8PC2.5,PC2,Diesel 4-Stroke,"Feeder 100-1,000",,Pielstick,13.5,6.4,19.8,MAN Energy Solutions,China P.R.,China P.R.,402,Containerships,17
Ionian Express,Fully Cellular Container,9957,13760,2006,148,In Service,Vroon BV,Vroon BV,Bengal Tiger Line,Gibraltar,,IFO 380,Diesel 4-Stroke,,1118,,9723,,,,,Category II,1,26.7,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.5,8.5,23.25,MAN Energy Solutions,China P.R.,Netherlands,JLZ040413,Containerships,41
Nawata Bhum,Fully Cellular Container,9917,13760,2008,147.83,In Service,RCL,RCL,Namsung Shipping,Singapore,,IFO 380,Diesel 2-Stroke,,1108,2910,9960,,,,,Category II,1,24.5,Y,6S50MC-C8.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,19.5,8.5,23.25,MAN Energy Solutions,China P.R.,Thailand,05C-039,Containerships,41
Elbtrader,Fully Cellular Container,8246,11100,2008,139.8,In Service,Irish Continental,Irish Continental,EUCON,Cyprus,,IFO 380,Diesel 4-Stroke,,972,1494,9000,,,,,Category II,1,,Y,9M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.36,22.2,Caterpillar,Germany,Ireland,245,Containerships,35.5
Seaboard Atlantic,Fully Cellular Container,8273,10950,2009,139.8,In Service,Seaboard Marine,Seaboard Marine,Seaboard Marine,Liberia,,IFO 380,Diesel 4-Stroke,,974,874,8400,IFO 380,,,,Category II,1,,Y,9M43C,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,17.5,7.36,22.2,Caterpillar,Germany,United States,247,Containerships,35.5
Sealand Guayaquil,Fully Cellular Container,25320,33800,2009,208.5,In Service,Unknown,Unknown,Maersk,Liberia,,IFO 380,Diesel 2-Stroke,,2554,3960,21490,,,,,Category II,1,,Y,7RT-flex68B,flex68B,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Wartsila 2-stroke,22,11.4,29.8,CSSC,China P.R.,Unknown,YZJ2005-714C,Containerships,88
Sealand Manzanillo,Fully Cellular Container,26435,34284,2008,209,In Service,SinOceanic Shipping,HNA Group,Maersk,Liberia,,IFO 380,Diesel 2-Stroke,,2546,3960,21490,IFO 380,,,,Category II,1,,Y,7RT-flex68B,flex68B,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Wartsila 2-stroke,22,11.6,30.1,CSSC,China P.R.,China P.R.,715C,Containerships,88
Lioba,Fully Cellular Container,28048,37950,2008,215.45,In Service,Peter Dohle,Peter Dohle,Yang Ming Marine,Madeira,,IFO 380,Diesel 2-Stroke,,2702,5400,22890,,,,,Category II,1,,Y,7L70MC-C8.1,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.75,11.55,29.8,MAN Energy Solutions,Germany,Germany,395,Containerships,89
Burgundy,Fully Cellular Container,36087,42250,2008,228,In Service,MPC Container Ships,MPC Group,MSC,Liberia,,IFO 380,Diesel 2-Stroke,,3426,5328,28880,IFO 380,,,,Category II,1,,Y,8K80MC-C6.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.25,12.2,32.22,MAN Energy Solutions,Germany,Germany,557,Containerships,105
Pacific Trader,Fully Cellular Container,9966,13760,2008,148,In Service,Marlow Navigation,Marlow Navigation,CMA CGM,Cyprus,,IFO 380,Diesel 4-Stroke,,1118,1980,9736,IFO 180,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Germany,04-0422,Containerships,42.5
Songa Haydn,Fully Cellular Container,35981,41989,2010,230.92,In Service,Songa Container AS,Arne Blystad AS,Sealand,Liberia,Pending,IFO 380,Diesel 2-Stroke,,3534,,31990,MDO,,,,Category II,1,45.5,Y,7K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.9,12,32.2,MAN Energy Solutions,China P.R.,Norway,1126,Containerships,120
Atlantic Silver,Fully Cellular Container,16162,17350,2008,161.3,In Service,Silver Maritime,Silver Maritime,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,1341,,12640,,,,,Category II,1,28.5,Y,8S50MC-C8.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20,9.5,25,MAN Energy Solutions,China P.R.,Singapore,728C,Containerships,52
Hobart,Fully Cellular Container,16162,17350,2009,161.3,Damaged/Not in Service,MPC Container Ships,MPC Group,,Liberia,,IFO 380,Diesel 2-Stroke,,1341,3520,12640,,,,,Category II,1,28.5,Y,8S50MC-C8.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20,9.5,25,MAN Energy Solutions,China P.R.,Germany,730C,Containerships,52
Contship Oak,Fully Cellular Container,9957,13781,2007,148.87,In Service,Contships Management,Contships Management,Nile Dutch Africa,Liberia,,IFO 380,Diesel 4-Stroke,,1100,1830,9723,,,,,Category II,1,22,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.5,8.5,23.25,MAN Energy Solutions,China P.R.,Greece,KA407,Containerships,41
Esperanza N,Fully Cellular Container,23633,28325,2008,189,In Service,Navios MLP,Navios Holdings,Sealand,Cyprus,,IFO 380,Diesel 2-Stroke,,2007,6120,18080,IFO 380,,,,Category II,1,,Y,8S60ME-C7.1,S60,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.5,11.5,28.5,MAN Energy Solutions,China P.R.,Greece,ZJB04-128,Containerships,74
Balbina,Fully Cellular Container,52726,65710,2010,294.05,In Service,Peter Dohle,Peter Dohle,OOCL,Madeira,,IFO 380,Diesel 2-Stroke,,5301,13824,40040,,,,,Category II,1,,Y,7RT-flex96C,flex96C,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Wartsila 2-stroke,24.6,13.5,32.2,CSSC,China P.R.,Germany,518,Containerships,170
Johannes-S.,Fully Cellular Container,25320,33800,2008,208.5,In Service,Reederei Schepers,Reederei Schepers,Del Monte,Antigua & B.,,IFO 380,Diesel 2-Stroke,,2546,3960,21490,,,,,Category II,1,,Y,7RT-flex68B,flex68B,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Wartsila 2-stroke,22,11.4,29.8,CSSC,China P.R.,Germany,YZJ2005-710C,Containerships,88
Sealand Philadelphia,Fully Cellular Container,26435,34376,2008,209,In Service,SinOceanic Shipping,HNA Group,Maersk,Liberia,,IFO 380,Diesel 2-Stroke,,2546,3960,21490,,,,,Category II,1,,Y,7RT-flex68B,flex68B,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Wartsila 2-stroke,22,11.6,30.1,CSSC,China P.R.,China P.R.,YZJ2005-713C,Containerships,88
Xin Tai Cang,Fully Cellular Container,41482,52245,2008,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,Category II,1,58,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.2,11,32.2,MAN Energy Solutions,China P.R.,China P.R.,C4250-26,Containerships,133
Xin Zhang Zhou,Fully Cellular Container,41482,52215,2009,263.23,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,Category II,1,58,Y,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24,11,32.2,MAN Energy Solutions,China P.R.,China P.R.,C4250-29,Containerships,133
Atlantic Merchant,Fully Cellular Container,9990,13760,2008,148,In Service,Silver Maritime,Silver Maritime,Maersk,Liberia,,IFO 380,Diesel 4-Stroke,,1118,,9800,,,,,Category II,1,23.75,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,17.3,8.5,23.25,MAN Energy Solutions,China P.R.,Singapore,QS2004 0318,Containerships,36
Contship Vow,Fully Cellular Container,9940,13806,2007,148,In Service,Contships Management,Contships Management,MSC,Liberia,,IFO 380,Diesel 4-Stroke,,1098,1980,9730,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.5,8.5,23.25,MAN Energy Solutions,China P.R.,Greece,QS2004 0322,Containerships,36
Contship Top,Fully Cellular Container,9940,13806,2008,147.87,In Service,Contships Management,Contships Management,MSC,Liberia,,IFO 380,Diesel 4-Stroke,,1098,1710,9800,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.5,8.5,23.25,MAN Energy Solutions,China P.R.,Greece,20040323,Containerships,36
Louisa Schulte,Fully Cellular Container,18321,23400,2008,175.5,In Service,Schulte Group,Schulte Group,CMA CGM,Singapore,,IFO 380,Diesel 2-Stroke,,1740,2520,15820,,,,,Category II,1,30.9,Y,7S60MC-C7.1,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,21,10.9,27.4,MAN Energy Solutions,China P.R.,Germany,367,Containerships,64
Varamo,Fully Cellular Container,15375,18700,2007,166.15,In Service,Marlow Navigation,Marlow Navigation,King Ocean Services,Cyprus,,IFO 380,Diesel 4-Stroke,,1296,6660,11200,,,,,Category II,1,,Y,8L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,9.5,25,MAN Energy Solutions,China P.R.,Germany,2037,Containerships,45
Warnow Whale,Fully Cellular Container,15375,18700,2007,166.15,In Service,Marlow Navigation,Marlow Navigation,Crowley Liner,Cyprus,,IFO 380,Diesel 4-Stroke,,1296,6840,11200,,,,,Category II,1,,Y,8L58/64CD,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,9.5,25,MAN Energy Solutions,China P.R.,Germany,2036,Containerships,45
Warnow Dolphin,Fully Cellular Container,15375,18700,2007,166.15,In Service,Marlow Navigation,Marlow Navigation,,Cyprus,,IFO 380,Diesel 4-Stroke,,1296,7200,11200,,,,,Category II,1,,Y,8L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,9.5,25,MAN Energy Solutions,China P.R.,Germany,2040,Containerships,45
AS Fabiana,Fully Cellular Container,15375,18700,2007,166.15,In Service,MPC Container Ships,MPC Group,AGRIEX,Madeira,,IFO 380,Diesel 4-Stroke,,1296,6840,11200,,,,,Category II,1,,Y,8L58/64CD,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,9.5,25,MAN Energy Solutions,China P.R.,Germany,2043,Containerships,45
Arsos,Fully Cellular Container,15375,18700,2007,166.15,In Service,Marlow Navigation,Marlow Navigation,Maersk,Cyprus,,IFO 380,Diesel 4-Stroke,,1296,6840,11200,IFO 180,,,,Category II,1,,Y,8L58/64CD,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,9.5,25,MAN Energy Solutions,China P.R.,Germany,2045,Containerships,45
CSCL Tokyo,Fully Cellular Container,9858,12550,2008,145,In Service,Greathorse Shipping,Tiger Group,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,908,,7860,,,,,Category II,1,15,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.9,8.4,22.4,MAN Energy Solutions,China P.R.,Hong Kong,WJZ008,Containerships,
CSCL Osaka,Fully Cellular Container,9858,12562,2008,145,In Service,Greathorse Shipping,Tiger Group,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,908,,7860,,,,,Category II,1,15,Y,6S46MC-C7.1,S46,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,17.9,8.4,22.42,MAN Energy Solutions,China P.R.,Hong Kong,WJZ009,Containerships,
Seaboard Ranger,Fully Cellular Container,9900,13760,2009,148,In Service,Hartmann Schiff,Hartmann AG,Seaboard Marine,Liberia,,IFO 380,Diesel 4-Stroke,,1114,1980,9723,,,,,Category II,1,23,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,19.6,8.5,23.25,MAN Energy Solutions,China P.R.,Germany,DY-210,Containerships,42
Sealand Balboa,Fully Cellular Container,26435,34186,2009,209,In Service,SinOceanic Shipping,HNA Group,Maersk,Madeira,,IFO 380,Diesel 2-Stroke,,2546,5700,21660,IFO 380,,,,Category II,1,42.5,Y,6K80ME-C6.1,K80,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,11.6,30.1,MAN Energy Solutions,China P.R.,China P.R.,691C,Containerships,88
Hansa Siegburg,Fully Cellular Container,18334,23600,2008,175,In Service,Leonhardt & Blumberg,Leonhardt & Blumberg,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,1740,3780,16660,IFO 380,,,,Category II,1,,Y,7S60MC-C8.1,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20,10.9,27.4,MAN Energy Solutions,China P.R.,Germany,GWS351,Containerships,52
Cape Nati,Fully Cellular Container,18334,23600,2009,175.47,In Service,Schoeller Holdings,Schoeller Holdings,Sinolines Cont Lines,Singapore,,IFO 380,Diesel 2-Stroke,,1740,3780,16660,IFO 380,,,,Category II,1,,Y,7S60MC-C8.2,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20.6,10.9,27.4,MAN Energy Solutions,China P.R.,Germany,355,Containerships,65
Cape Nassau,Fully Cellular Container,18326,23328,2010,175.47,In Service,Schoeller Holdings,Schoeller Holdings,,Singapore,,IFO 380,Diesel 2-Stroke,,1740,3780,14280,IFO 380,,,,Category II,1,,Y,7S60MC6.2,S60,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,20.6,10.9,27.4,MAN Energy Solutions,China P.R.,Germany,356,Containerships,65
Rio Centaurus,Fully Cellular Container,36087,42604,2010,228.62,In Service,Ahrenkiel Steamship,MPC Group,Maersk,Marshall Is.,Pending,IFO 380,Diesel 2-Stroke,,3426,5328,28861,,,,,Category II,1,,Y,8K80MC-C6.2,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.25,12.2,32.2,MAN Energy Solutions,Germany,Germany,559,Containerships,105
Arica,Fully Cellular Container,32901,35359,2007,224.2,In Service,NSC Schiffahrt,NSC Schiffahrt,,Liberia,,IFO 380,Diesel 2-Stroke,,2872,7360,22890,IFO 380,,,,Category II,1,,Y,7L70MC-C8.2,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.3,12,30.5,MAN Energy Solutions,China P.R.,Germany,2048,Containerships,80
Andino,Fully Cellular Container,32901,35359,2008,224.2,In Service,NSC Schiffahrt,NSC Schiffahrt,,Liberia,,IFO 380,Diesel 2-Stroke,,2872,7360,22890,IFO 380,,,,Category II,1,,Y,7L70MC-C8.2,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,21.3,12,30.5,MAN Energy Solutions,China P.R.,Germany,2050,Containerships,80
Algarrobo,Fully Cellular Container,32901,35359,2009,224.2,In Service,NSC Schiffahrt,NSC Schiffahrt,Del Monte,Liberia,,IFO 380,Diesel 2-Stroke,,2872,7360,22890,IFO 380,,,,Category II,1,,Y,7L70MC-C8.2,L70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22.2,12,30.1,MAN Energy Solutions,China P.R.,Germany,2052,Containerships,80
Bomar Resolute,Fully Cellular Container,35700,41500,2007,230.92,In Service,Borealis Maritime,Borealis Maritime,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3534,6160,31920,,,,,Category II,1,53.5,Y,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.2,MAN Energy Solutions,China P.R.,United Kingdom,1129,Containerships,122
Guenther Schulte,Fully Cellular Container,35700,41500,2008,230.92,In Service,Schulte Group,Schulte Group,CMA CGM,Hong Kong,,IFO 380,Diesel 2-Stroke,,3534,,31990,,,,,Category II,1,53.5,Y,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.2,MAN Energy Solutions,China P.R.,Germany,1131,Containerships,122
Victor,Fully Cellular Container,32269,38636,2008,210.96,In Service,Horst Zeppenfeld,Horst Zeppenfeld,APL,Liberia,,IFO 380,Diesel 2-Stroke,,2650,3780,21770,,,,,Category II,1,,Y,7S70MC-C7.1,S70,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,MAN B. & W.,22,12,32.2,MAN Energy Solutions,Poland,Germany,6686/1,Containerships,85.5
OPS Hamburg,Fully Cellular Container,9966,13760,2007,147.87,In Service,OPS Ocean Partners,OPS Ocean Partners,CMA CGM,Liberia,,IFO 380,Diesel 4-Stroke,,1118,1980,9736,,,,,Category II,1,,Y,7L58/64,58/64,Diesel 4-Stroke,"Feeder 1-1,999 TEU",,MAN Energy Solutions,18.7,8.5,23.25,MAN Energy Solutions,China P.R.,Germany,04-0418,Containerships,39.4
GH Scirocco,Fully Cellular Container,36007,41975,2009,230.92,In Service,Celsius Shipping,Celsius Shipping,Maersk,Marshall Is.,,IFO 380,Diesel 2-Stroke,,3534,6160,31990,,,,,Category II,1,50.5,Y,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.9,12,32.2,MAN Energy Solutions,China P.R.,Denmark,1133,Containerships,128
Bomar Praia,Fully Cellular Container,35700,41500,2009,230.92,In Service,Borealis Maritime,Borealis Maritime,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,3534,6160,31990,,,,,Category II,1,52.5,Y,7K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.2,MAN Energy Solutions,China P.R.,United Kingdom,1136,Containerships,122
TRF Partici,Fully Cellular Container,35998,41974,2010,230.92,In Service,TRF,TRF,CMA CGM,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,3534,6160,31990,,,,,Category II,1,52.5,Y,7K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.5,12,32.2,MAN Energy Solutions,China P.R.,United States,1137,Containerships,122
Spectrum N,Fully Cellular Container,26435,34333,2009,208.91,In Service,Navios Europe II,Navios Holdings,Sealand,Liberia,,IFO 380,Diesel 2-Stroke,,2546,3960,21490,,,,,Category II,1,,Y,7RT-flex68B,flex68B,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Wartsila 2-stroke,22,11.4,29.8,CSSC,China P.R.,Greece,731C,Containerships,88
Jan,Fully Cellular Container,16162,17127,2009,161.3,In Service,Peter Dohle,Peter Dohle,Sealand,Madeira,,IFO 380,Diesel 2-Stroke,,1347,5440,12640,,,,,Category II,1,30.5,Y,8S50ME-C7.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,19,9.5,25,MAN Energy Solutions,China P.R.,Germany,752C,Containerships,43.5
Polynesia,Fully Cellular Container,16162,17157,2010,161.29,In Service,Peter Dohle,Peter Dohle,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,1347,5440,12640,IFO 380,,,,Category II,1,30.5,Y,8S50ME-C7.1,S50,Diesel 2-Stroke,"Feeder 1-1,999 TEU",,MAN B. & W.,19,9.5,25,MAN Energy Solutions,China P.R.,Germany,753C,Containerships,43.5
