Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price (NB),Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Seaspan Chiwan,Fully Cellular Container,39941,50790,2001,259.8,In Service,Seaspan Corporation,Seaspan Corporation,CMA CGM,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,7480,36540,,,,,,,N,8K90MC-C6,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1343,Containerships,133
Rotterdam Bridge,Fully Cellular Container,39941,50953,2001,259.8,In Service,Sinokor Merchant,Sinokor Merchant,Samudera Shpg Line,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4050,7480,36512,,,,,,,N,8K90MC-C6,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,South Korea,1344,Containerships,133
Hongkong Bridge,Fully Cellular Container,39941,50953,2001,259.8,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4050,7480,57074,,,,,,,N,8K90MC-C6,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,South Korea,1345,Containerships,133
Singapore Bridge,Fully Cellular Container,39941,50953,2002,259.8,In Service,Sinokor Merchant,Sinokor Merchant,TS Lines,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4253,7480,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,South Korea,1346,Containerships,133
Seaspan Ningbo,Fully Cellular Container,39941,50790,2002,259.8,In Service,Seaspan Corporation,Seaspan Corporation,Hapag-Lloyd Cont,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,7480,36540,,,,,,,N,8K90MC-C6,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1347,Containerships,133
Seaspan Dalian,Fully Cellular Container,39941,50790,2002,259.8,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,7480,36540,,,,,,,N,8K90MC-C6,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1348,Containerships,133
Seaspan Felixstowe,Fully Cellular Container,39941,50790,2002,259.8,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,7480,36540,,,,,,,N,8K90MC-C6,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1349,Containerships,133
ANL Tongala,Fully Cellular Container,39941,50828,2004,260,In Service,Danaos Shipping,Danaos Shipping,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,4253,7480,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.3,12.6,32.25,MAN Energy Solutions,South Korea,Greece,1455,Containerships,126
Derby D,Fully Cellular Container,39941,50815,2004,260,In Service,Danaos Shipping,Danaos Shipping,CMA CGM,Liberia,,IFO 380,Diesel 2-Stroke,,4253,7480,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.3,12.6,32.25,MAN Energy Solutions,South Korea,Greece,1456,Containerships,126
Seaspan New Delhi,Fully Cellular Container,39941,50762,2005,259.8,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,7600,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1539,Containerships,133
Seaspan Jakarta,Fully Cellular Container,39941,50869,2006,259.8,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,7600,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1541,Containerships,133
Seaspan Saigon,Fully Cellular Container,39941,50869,2006,259.8,In Service,Seaspan Corporation,Seaspan Corporation,Hapag-Lloyd Cont,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,7600,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1542,Containerships,133
Seaspan Lahore,Fully Cellular Container,39941,50869,2006,259.8,In Service,Seaspan Corporation,Seaspan Corporation,Arkas Line,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,7600,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1543,Containerships,133
Seaspan Santos,Fully Cellular Container,39941,50869,2006,259.8,In Service,Seaspan Corporation,Seaspan Corporation,COSCO Shipping Lines,Hong Kong,,IFO 380,Diesel 2-Stroke,,4248,7600,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1550,Containerships,133
Seaspan Rio de Janeiro,Fully Cellular Container,39941,50500,2007,259.8,In Service,Seaspan Corporation,Seaspan Corporation,Maersk,Hong Kong,,IFO 380,Diesel 2-Stroke,,4248,7600,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,Canada,1551,Containerships,133
Jackson Bay,Fully Cellular Container,39912,50608,2007,260.62,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,Sealand,Liberia,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.24,MAN Energy Solutions,China P.R.,Singapore,C4250-17,Containerships,133.4
Navios Indigo,Fully Cellular Container,39906,50769,2007,260.66,In Service,Navios Containers,Navios Holdings,Yang Ming Marine,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7524,36560,,,,,,54,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,20,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-5,Containerships,96
Navios Amaranth,Fully Cellular Container,39906,50769,2007,260.66,In Service,Navios Containers,Navios Holdings,HMM,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7524,36560,,,,,,54,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,20,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-6,Containerships,96
ANL Wangaratta,Fully Cellular Container,39906,50769,2008,260,In Service,ANL,CMA CGM,ANL,Malta,,IFO 180,Diesel 2-Stroke,,4250,7200,36560,,,,,,54,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,France,CS4250-37,Containerships,133
Navios Azure,Fully Cellular Container,39906,50629,2007,260.05,In Service,Navios Containers,Navios Holdings,Hapag-Lloyd Cont,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7920,36560,,,,,,51,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-32,Containerships,133
Navios Delight,Fully Cellular Container,39906,50769,2008,260.7,In Service,Navios Containers,Navios Holdings,ONE,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7920,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-10,Containerships,133
Navios Devotion,Fully Cellular Container,39906,50769,2009,260,In Service,Navios Containers,Navios Holdings,CMA CGM,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7920,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-12,Containerships,133
Kota Laris,Fully Cellular Container,39906,50638,2008,260.72,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.26,MAN Energy Solutions,China P.R.,Singapore,C4250-24,Containerships,133
Kota Lazim,Fully Cellular Container,39906,50638,2008,260.73,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-25,Containerships,133
Navios Domino,Fully Cellular Container,39906,50595,2008,260,In Service,Navios Containers,Navios Holdings,HMM,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,C4250-46,Containerships,133
Kota Lawa,Fully Cellular Container,39906,50638,2008,261.78,In Service,PIL,PIL,PIL,Hong Kong,Fitted,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-42,Containerships,133
Kota Langsar,Fully Cellular Container,39906,50595,2010,261.78,In Service,PIL,PIL,PIL,Singapore,Fitted,IFO 380,Diesel 2-Stroke,,4253,7920,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-44,Containerships,133
Zim Constanza,Fully Cellular Container,39906,53500,2010,260.93,In Service,Zim Integrated Shpg,Zim Integrated Shpg,Zim Integrated Shpg,Israel,Pending,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Israel,787,Containerships,135
Alabama,Fully Cellular Container,39906,53500,2010,260.93,In Service,Awilco Container,Awilco AS,APL,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,4250,7920,36560,,,,,,69,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Norway,789,Containerships,135
Kota Lambai,Fully Cellular Container,39906,50596,2008,260.71,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-22,Containerships,133
Kota Layang,Fully Cellular Container,39906,50595,2009,261.78,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.24,MAN Energy Solutions,China P.R.,Singapore,C4250-47,Containerships,133
Kota Lumayan,Fully Cellular Container,39906,50604,2010,261.78,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.23,MAN Energy Solutions,China P.R.,Singapore,C4250-49,Containerships,133
Kota Lahir,Fully Cellular Container,39906,50525,2006,260.65,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-13,Containerships,133
Xiamen,Fully Cellular Container,39906,50689,2006,260.62,In Service,Zodiac Maritime,Zodiac Maritime,Transworld Feeders,United Kingdom,,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,45.5,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,United Kingdom,C4250-8,Containerships,133.4
Zim Qingdao,Fully Cellular Container,39906,50689,2006,260.62,In Service,Zim Integrated Shpg,Zim Integrated Shpg,Zim Integrated Shpg,Israel,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,45.5,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.24,MAN Energy Solutions,China P.R.,Israel,C4250-9,Containerships,133.4
X-Press Kilimanjaro,Fully Cellular Container,39906,50689,2006,260.62,In Service,XT Shipping,XT Group,X-Press Feeders,Liberia,Fitted,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,45.5,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Israel,C4250-10,Containerships,133.4
Genova,Fully Cellular Container,39906,50532,2007,260.62,In Service,Zim Integrated Shpg,Zim Integrated Shpg,MSC,Liberia,Pending,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,45.5,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.26,MAN Energy Solutions,China P.R.,Israel,C4250-11,Containerships,133.4
Kota Lagu,Fully Cellular Container,39906,50689,2006,260.61,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-12,Containerships,133
Kota Layar,Fully Cellular Container,39906,50595,2009,261.78,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-43,Containerships,133
Kota Lukis,Fully Cellular Container,39906,50595,2010,261.78,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.24,MAN Energy Solutions,China P.R.,Singapore,C4250-45,Containerships,133
Kota Lambang,Fully Cellular Container,39906,50596,2008,260.62,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-23,Containerships,133
Navios Dedication,Fully Cellular Container,39906,50769,2008,260,In Service,Navios Containers,Navios Holdings,CMA CGM,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7524,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,20,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-9,Containerships,96
Navios Destiny,Fully Cellular Container,39906,50769,2009,260.7,In Service,Navios Containers,Navios Holdings,TS Lines,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7920,36560,IFO 380,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-11,Containerships,133
Kota Laju,Fully Cellular Container,39906,50525,2007,260.55,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-20,Containerships,133
ANL Wyong,Fully Cellular Container,39906,50769,2008,260,In Service,ANL,CMA CGM,ANL,Malta,,IFO 180,Diesel 2-Stroke,,4250,7200,36560,,,,,,54,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.5,32.26,MAN Energy Solutions,China P.R.,France,CS4250-7,Containerships,133
Navios Vermilion,Fully Cellular Container,39906,50629,2007,260.05,In Service,Navios Containers,Navios Holdings,COSCO Shipping Lines,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7524,36560,,,,,,51,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,20,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-30,Containerships,96
Navios Amarillo,Fully Cellular Container,39906,50769,2007,260.02,In Service,Navios Containers,Navios Holdings,COSCO Shipping Lines,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7524,36560,IFO 380,,,,,51,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,20,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-31,Containerships,96
Navios Verde,Fully Cellular Container,39906,50769,2007,260.67,In Service,Navios Containers,Navios Holdings,ONE,Marshall Is.,,IFO 380,Diesel 2-Stroke,,4250,7524,36560,,,,,,51,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,20,12.5,32.26,MAN Energy Solutions,China P.R.,Greece,CS4250-33,Containerships,96
Zim Shekou,Fully Cellular Container,39906,50532,2007,260.62,In Service,Zim Integrated Shpg,Zim Integrated Shpg,Zim Integrated Shpg,Liberia,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Israel,C4250-14,Containerships,133.4
Zim Vancouver,Fully Cellular Container,39906,50532,2007,260.62,In Service,Zim Integrated Shpg,Zim Integrated Shpg,Zim Integrated Shpg,Israel,Pending,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,China P.R.,Israel,C4250-15,Containerships,133.4
Zim Yokohama,Fully Cellular Container,39906,50532,2007,260.62,In Service,Zim Integrated Shpg,Zim Integrated Shpg,Zim Integrated Shpg,Israel,,IFO 380,Diesel 2-Stroke,,4250,,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.3,MAN Energy Solutions,China P.R.,Israel,C4250-16,Containerships,133.4
Tejas,Fully Cellular Container,39906,53500,2011,260.93,In Service,Awilco Container,Awilco AS,MSC,Marshall Is.,Fitted,IFO 380,Diesel 2-Stroke,,4250,7920,36560,,,,,,69,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Norway,790,Containerships,135
Kota Lumba,Fully Cellular Container,39906,50604,2010,261.78,In Service,PIL,PIL,PIL,Hong Kong,,IFO 380,Diesel 2-Stroke,,4253,,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.8,32.25,MAN Energy Solutions,China P.R.,Singapore,C4250-48,Containerships,133
Kota Loceng,Fully Cellular Container,39900,51822,2013,266,In Service,PIL,PIL,PIL,Singapore,Pending,IFO 380,Diesel 2-Stroke,,4335,,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22.5,12.6,32.2,MAN Energy Solutions,China P.R.,Singapore,CS4300-3,Containerships,
Kota Lestari,Fully Cellular Container,39900,51822,2014,266,In Service,PIL,PIL,PIL,Singapore,Pending,IFO 380,Diesel 2-Stroke,,4335,,36560,,,,,,,N,8K90MC-C6.2,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,22,12.6,32.2,MAN Energy Solutions,China P.R.,Singapore,CS4300-4,Containerships,
MSC England,Fully Cellular Container,39812,51020,2001,257.87,In Service,Deomar Schiffahrts,D. Oltmann,MSC,Liberia,,IFO 380,Diesel 2-Stroke,,4132,4436,36473,IFO 380,,,,,,N,9RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,24.3,12.67,32.25,Sulzer,South Korea,Germany,1383,Containerships,135
OEL Jumeirah,Fully Cellular Container,39800,50500,2003,259.8,In Service,Transworld Feeders,Transworld Group,Transworld Feeders,Panama,,IFO 380,Diesel 2-Stroke,,4250,7480,36560,,,,,,,N,8K90MC-C6.1,K90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,24.5,12.6,32.25,MAN Energy Solutions,South Korea,U.A.E.,1397,Containerships,133.4
Nordautumn,Fully Cellular Container,38332,46212,2008,246.8,In Service,Reederei Nord,Reederei Nord,Maersk,Madeira,,IFO 380,Diesel 2-Stroke,,3586,7560,32490,,,,,,,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,Germany,1217,Containerships,119
Nordwinter,Fully Cellular Container,38332,46212,2008,246.8,In Service,Reederei Nord,Reederei Nord,MSC,Cyprus,,IFO 380,Diesel 2-Stroke,,3586,7560,32490,,,,,,,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,Germany,1218,Containerships,119
Nordspring,Fully Cellular Container,38320,46230,2007,246.8,In Service,Reederei Nord,Reederei Nord,Hapag-Lloyd Cont,Cyprus,,IFO 380,Diesel 2-Stroke,,3586,7560,32490,,,,,,42.75,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,Germany,1209,Containerships,119
Nordsummer,Fully Cellular Container,38320,46321,2007,246.8,In Service,Reederei Nord,Reederei Nord,Hapag-Lloyd Cont,Madeira,,IFO 380,Diesel 2-Stroke,,3586,7560,32490,,,,,,42.75,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,Germany,1210,Containerships,119
Dong Cheng Bi Hai,Fully Cellular Container,38320,46288,2007,246.8,In Service,Taizhou Dongcheng,Taizhou Dongcheng,Taizhou Dongcheng,China P.R.,,IFO 380,Diesel 2-Stroke,,3586,,32490,,,,,,,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,China P.R.,1201,Containerships,119
Dong Cheng Hao Hai,Fully Cellular Container,38320,46288,2007,246.8,In Service,Taizhou Dongcheng,Taizhou Dongcheng,Taizhou Dongcheng,China P.R.,,IFO 380,Diesel 2-Stroke,,3586,,32490,,,,,,,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,China P.R.,1202,Containerships,119
Heng Hui 5,Fully Cellular Container,38320,44985,2007,246.8,In Service,Shishi Hengtong,Shishi Hengtong,Shishi Hengtong,China P.R.,,IFO 380,Diesel 2-Stroke,,3586,,32490,,,,,,,N,9K80MC-C6.1,K80,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,MAN B. & W.,23.4,12.3,32.2,MAN Energy Solutions,South Korea,China P.R.,1213,Containerships,119
MSC Eloise,Fully Cellular Container,37902,44541,1991,240.77,In Service,MSC,MSC,MSC,Panama,,IFO 380,Diesel 2-Stroke,,2440,,20300,IFO 380,,,,,,N,6RTA84C,RTA84,Diesel 2-Stroke,"Feeder 2-2,999 TEU",,Sulzer,20,12.03,32.2,Sulzer,Japan,Italy,3002,Containerships,75
Manoa,Fully Cellular Container,37811,30825,1982,262.14,In Service,Matson Inc,Matson Inc,Matson Inc,United States,Pending,IFO 380,Diesel 2-Stroke,,3027,,31774,IFO 380,,,,,,N,12RND90M,RND90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,24,10.68,32.24,Sulzer,United States,United States,2329,Containerships,115
Mokihana,Fully Cellular Container,37811,30825,1983,262.14,In Service,Matson Inc,Matson Inc,Matson Inc,United States,,IFO 380,Diesel 2-Stroke,,3027,,31774,IFO 380,,,,,,N,12RND90M,RND90,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,24,11.6,32.24,Sulzer,United States,United States,2331,Containerships,
MSC Rebecca,Fully Cellular Container,37579,42954,1997,243,In Service,Sertosa Management,D. Oltmann,MSC,Panama,,IFO 380,Diesel 2-Stroke,,3398,,28368,,,,,,,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,10.8,32.2,Sulzer,South Korea,Germany,1195,Containerships,23
MSC Paola,Fully Cellular Container,37579,42960,1998,242.83,In Service,MSC,MSC,MSC,Liberia,,IFO 380,Diesel 2-Stroke,,3424,,28368,,,,,,,N,7RTA84C,RTA84,Diesel 2-Stroke,"Intermediate 3-7,999 TEU",,Sulzer,23.3,10.8,32.26,Sulzer,South Korea,Italy,1224,Containerships,115
