Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Price (NB),Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Telaga Mas,Fully Cellular Container,6640,8180,2012,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,558,763,2059,,,,,,,N,8320ZCd-6,320,Diesel 4-Stroke,"Feeder 100-1,000",,Guangzhou Diesel,13,5.2,21.8,Guangzhou Diesel,China P.R.,Indonesia,BD1204,Containerships,
Estuari Mas,Fully Cellular Container,6571,8100,2009,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,537,706,1765,,,,,,,N,G8300ZC18B,300,Diesel 4-Stroke,"Feeder 100-1,000",,Ningbo C.S.I. Power,13,5.2,21.8,Ningbo C.S.I. Power,China P.R.,Indonesia,,Containerships,
Lagoa Mas,Fully Cellular Container,6571,8100,2009,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,537,,2944,,,,,,,N,G8300ZC18B-1,G300,Diesel 4-Stroke,"Feeder 100-1,000",,Wuxi Wandi,13,5.2,21.8,Cummins Inc,China P.R.,Indonesia,,Containerships,
Kali Mas,Fully Cellular Container,6571,8100,2010,119.9,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,537,,1765,,,,,,,N,G8300ZC18B,300,Diesel 4-Stroke,"Feeder 100-1,000",,Ningbo C.S.I. Power,13,5.2,21.8,Ningbo C.S.I. Power,China P.R.,Indonesia,WZ-08-17,Containerships,
Akhisar,Fully Cellular Container,6500,8080,2001,118,In Service,Bayraktar Denizcilik,Bayraktar Denizcilik,,Turkey,,IFO 380,Diesel 2-Stroke,,606,,5201,Unspec,,,,,,N,7S35MC Mk5,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7.5,18.4,MAN Energy Solutions,Turkey,Turkey,65D,Containerships,21
Tiamat,Fully Cellular Container,6384,8717,1995,115.02,In Service,Kaalbye Shpg Co,Kaalbye Shpg Co,,Tanzania,,IFO 380,Diesel 2-Stroke,,500,,4472,,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.2,8,18.2,MAN Energy Solutions,Japan,Ukraine,363,Containerships,18.5
Trans-Asia 15,Fully Cellular Container,6384,8713,1995,115.02,In Service,Trans-Asia Shipping,Chelsea Logistics,Trans-Asia Shipping,Philippines,,IFO 380,Diesel 2-Stroke,,500,,4472,,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,8,18.2,MAN Energy Solutions,Japan,Philippines,367,Containerships,17.5
Heng Run Da 21,Fully Cellular Container,6367,7804,1985,123,Idle,Jiangsu Jiashihe,Jiangsu Jiashihe,Jiangsu Jiashihe,China P.R.,,IFO 380,Diesel 4-Stroke,,424,,4707,,,,,,,N,9PC2.6,PC2,Diesel 4-Stroke,"Feeder 100-1,000",,Pielstick,15,6.7,20.55,MAN Energy Solutions,Japan,China P.R.,338,Containerships,
Boya,Fully Cellular Container,6330,7970,2002,133,In Service,Qingdao China,Qingdao China,Shanghai Hede,Panama,,IFO 380,Diesel 4-Stroke,,735,,6600,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,16,7.29,18.7,Caterpillar,Germany,China P.R.,1195,Containerships,28
Harbour Star,Fully Cellular Container,6330,7970,2002,133,In Service,Harbour Link Marine,Harbour-Link,Harbour Link Marine,Malaysia,,IFO 380,Diesel 4-Stroke,,735,,6600,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.29,18.7,Caterpillar,Germany,Malaysia,1196,Containerships,28
Star Comet,Fully Cellular Container,6330,7970,2002,133.53,In Service,Foroohari Schiff,Foroohari Schiff,Unimed Feeder UFS,Antigua & B.,,IFO 380,Diesel 4-Stroke,,735,590,6600,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.37,18.95,Caterpillar,Germany,Germany,1197,Containerships,28
Star Planet,Fully Cellular Container,6277,7973,2002,133.47,In Service,Quadrant Bereed.,Quadrant Bereed.,Shanghai Hede,Antigua & B.,,IFO 380,Diesel 4-Stroke,,735,590,6600,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.37,18.95,Caterpillar,Germany,Germany,1199,Containerships,28
Harbour Galaxy,Fully Cellular Container,6277,7977,2002,133,In Service,Conmar Shipping,Conmar Shipping,Harbour Link Marine,Malaysia,,IFO 380,Diesel 4-Stroke,,735,,6600,,,,,,,N,8M43,M43,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,18,7.29,18.7,Caterpillar,Germany,Germany,1198,Containerships,28
Trans-Asia 16,Fully Cellular Container,6251,8721,1996,115.02,In Service,Trans-Asia Shipping,Chelsea Logistics,Trans-Asia Shipping,Philippines,,IFO 380,Diesel 2-Stroke,,637,,5178,,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.5,8,18.2,MAN Energy Solutions,Japan,Philippines,382,Containerships,19
Morning Vinafco,Fully Cellular Container,6245,8721,1996,115.02,In Service,Viship JSC,Bien Dong Shipping,VINAFCO,Vietnam,,IFO 380,Diesel 2-Stroke,,500,,5178,,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.5,8,18.2,MAN Energy Solutions,Japan,Vietnam,381,Containerships,
Niugini Coast,Fully Cellular Container,6245,8150,2009,115.42,In Service,Consort Express Line,Consort Express Line,Consort Express Line,Papua N. Guinea,,IFO 380,Diesel 4-Stroke,,608,,3310,,,,,,,N,8N330-EN,N330,Diesel 4-Stroke,"Feeder 100-1,000",,Yanmar,14,6.5,20.79,Yanmar,China P.R.,Papua N. Guinea,PBZ06-65,Containerships,
Bougainville Coast,Fully Cellular Container,6245,8164,2008,115.38,In Service,Consort Express Line,Consort Express Line,Consort Express Line,Papua N. Guinea,,IFO 380,Diesel 4-Stroke,,608,,3310,,,,,,,N,8N330-EN,N330,Diesel 4-Stroke,"Feeder 100-1,000",,Yanmar,14,6.5,20.82,Yanmar,China P.R.,Papua N. Guinea,PBZ06-63,Containerships,
Kota Dahlia,Fully Cellular Container,6245,8150,2008,115.38,In Service,PIL,PIL,PIL,Singapore,,IFO 380,Diesel 4-Stroke,,608,,3310,,,,,,,N,8N330-EN,N330,Diesel 4-Stroke,"Feeder 100-1,000",,Yanmar,14,6.5,20.82,Yanmar,China P.R.,Singapore,PBZ06-62,Containerships,
Gazelle Coast,Fully Cellular Container,6245,7162,2008,115.47,In Service,Consort Express Line,Consort Express Line,Consort Express Line,Papua N. Guinea,,IFO 380,Diesel 4-Stroke,,608,,3310,,,,,,,N,8N330-EN,N330,Diesel 4-Stroke,"Feeder 100-1,000",,Yanmar,14,6.5,20.81,Yanmar,China P.R.,Papua N. Guinea,PBZ06-64,Containerships,
Tian Rong,Fully Cellular Container,6144,7240,1993,120.9,In Service,Tianjin Tianhai,HNA Group,Tianjin Tianhai,China P.R.,,IFO 380,Diesel 2-Stroke,,412,,5970,,,,,,,N,6L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.5,6.38,20.2,MAN Energy Solutions,China P.R.,China P.R.,1212,Containerships,
CTP Innovation,Fully Cellular Container,6114,8350,1996,126.5,In Service,PT Pelayaran Caraka,PT Pelayaran Caraka,PT Pelayaran Caraka,Indonesia,,IFO 380,Diesel 2-Stroke,,740,,5509,Unspec,,,,,,N,8S35MC Mk4,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,6.37,20.18,MAN Energy Solutions,China P.R.,Indonesia,430-3,Containerships,22.5
Eagle Sky,Fully Cellular Container,6102,7966,1997,121.3,In Service,Kohyu Marine,Kohyu Marine,Minsheng Co,Bahamas,,IFO 380,Diesel 2-Stroke,,650,,5296,Unspec,,,,,,N,6UEC45LA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15.5,6.66,19.8,Mitsubishi HI,Japan,Japan,588,Containerships,21
Dong Fang Shun,Fully Cellular Container,6094,8853,1993,115.76,In Service,Fujian Orient Shpg,Fujian Provincial,Fujian Orient Shpg,Hong Kong,,IFO 380,Diesel 2-Stroke,,506,,4471,Unspec,,,,,,N,8L35MC Mk4,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,13.8,8.01,18.2,MAN Energy Solutions,Japan,China P.R.,383,Containerships,18.5
Armada Sejati,Fully Cellular Container,6092,8528,1991,114,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 2-Stroke,,495,1456,4476,Unspec,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,16.5,7.8,18.2,MAN Energy Solutions,Japan,Indonesia,512,Containerships,
Ocean Zenith,Fully Cellular Container,6092,8527,1990,114,In Service,Oceanic Container,Oceanic Container,Oceanic Container,Philippines,,IFO 380,Diesel 2-Stroke,,495,,4477,,,,,,,N,8L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,7.6,18.22,MAN Energy Solutions,Japan,Philippines,511,Containerships,16.5
CTP Charlie,Fully Cellular Container,5823,8075,1991,121,Idle,PT Pelayaran Caraka,PT Pelayaran Caraka,PT Pelayaran Caraka,Indonesia,,IFO 380,Diesel 2-Stroke,,414,,3354,Unspec,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,6.61,20,MAN Energy Solutions,South Korea,Indonesia,8966,Containerships,
Bien Dong Trader,Fully Cellular Container,5725,7101,2006,124.8,In Service,Bien Dong Shipping,Bien Dong Shipping,Bien Dong Shipping,Vietnam,,IFO 380,Diesel 4-Stroke,,610,,4500,,,,,,,N,6ZAL40S,ZAL40,Diesel 4-Stroke,"Feeder 100-1,000",,Sulzer,16,6.7,19,Sulzer,Vietnam,Vietnam,PP001-01,Containerships,
Biendong Freighter,Fully Cellular Container,5725,7077,2006,125.5,In Service,Bien Dong Shipping,Bien Dong Shipping,Bien Dong Shipping,Vietnam,,IFO 380,Diesel 4-Stroke,,610,970,4500,,,,,,,N,6ZAL40S,ZAL40,Diesel 4-Stroke,"Feeder 100-1,000",,Sulzer,16,6.7,19,Sulzer,Vietnam,Vietnam,PP001-02,Containerships,
Acacia Lan,Fully Cellular Container,5658,7196,1996,105.23,In Service,Qingdao Pengteng SM,Qingdao Pengteng SM,Goto Shipping,Panama,,IFO 380,Diesel 2-Stroke,,602,,5296,Unspec,,,,,,N,6UEC45LA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15.2,6.66,19.3,Mitsubishi HI,Japan,China P.R.,581,Containerships,
Acacia Taurus,Fully Cellular Container,5658,7190,1995,114.3,In Service,Qingdao Pengteng SM,Qingdao Pengteng SM,Goto Shipping,Panama,,IFO 380,Diesel 2-Stroke,,602,,5296,Unspec,,,,,,N,6UEC45LA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15.2,6.66,19.8,Mitsubishi HI,Japan,China P.R.,570,Containerships,20.5
Acacia Aries,Fully Cellular Container,5658,7185,1995,114.3,In Service,Qingdao Pengteng SM,Qingdao Pengteng SM,Goto Shipping,Panama,,IFO 380,Diesel 2-Stroke,,602,,5296,Unspec,,,,,,N,6UEC45LA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15.2,6.66,19.8,Mitsubishi HI,Japan,China P.R.,572,Containerships,20.5
Oued Ziz,Fully Cellular Container,5638,7373,1998,114.67,In Service,Marocaine De Nav,Marocaine De Nav,CMA CGM,Morocco,,IFO 380,Diesel 4-Stroke,,501,,4840,Unspec,,,,,,N,8L40/45,40/45,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,15.5,7.5,20,MAN Energy Solutions,Spain,Morocco,246,Containerships,
Ocean Abundance,Fully Cellular Container,5593,7107,2003,124.19,In Service,Oceanic Container,Oceanic Container,Oceanic Container,Philippines,,IFO 380,Diesel 4-Stroke,,639,,4317,,,,,,,N,9M32C,M32,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15,6.45,18.2,Caterpillar,China P.R.,Philippines,2001YZJ-641C44,Containerships,19.5
Valmiera,Fully Cellular Container,5424,7782,1982,106.46,In Service,Unknown,Unknown,,Comoro Islands,,IFO 380,Diesel 4-Stroke,,422,,2501,Unspec,,,,,,N,8M551AK,M551,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15,7.71,19.03,Caterpillar,Germany,Unknown,903,Containerships,
Myriad,Fully Cellular Container,5403,6900,2006,115.3,In Service,Kotoku Kaiun KK,Kotoku Kaiun KK,ONE,Bahamas,,IFO 380,Diesel 2-Stroke,,550,1200,5405,,,,,,,N,7UEC37LSII,UEC37,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,15.5,6.5,18.5,Mitsubishi HI,Japan,Japan,551,Containerships,21.5
Armada Segara,Fully Cellular Container,5320,7866,1991,120.6,Idle,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 4-Stroke,,453,,3774,Unspec,,,,,,N,12V32D,32,Diesel 4-Stroke,"Feeder 100-1,000",,Wartsila 4-stroke,13.7,6.49,18.4,Wartsila,Singapore,Indonesia,304,Containerships,18.5
Armada Serasi,Fully Cellular Container,5320,7600,1991,120.6,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 4-Stroke,,453,1589,4440,Unspec,,,,,,N,12V32D,32,Diesel 4-Stroke,"Feeder 100-1,000",,Wartsila 4-stroke,13.7,6.5,18.4,Wartsila,Singapore,Indonesia,305,Containerships,18.5
Armada Senada,Fully Cellular Container,5320,7800,1992,115,In Service,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 180,Diesel 4-Stroke,,453,,3399,Unspec,,,,,,N,12V32D,32,Diesel 4-Stroke,"Feeder 100-1,000",,Wartsila 4-stroke,15,6.49,18.4,Wartsila,Singapore,Indonesia,319,Containerships,
Jihong,Fully Cellular Container,5299,7480,1993,126.75,In Service,Ji Zhou Shipping,Ji Zhou Shipping,Ji Zhou Shipping,Hong Kong,,IFO 180,Diesel 4-Stroke,,550,2615,4500,Unspec,,,,,,N,6M552C,M552,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15.5,6.85,16.7,Caterpillar,Netherlands,China P.R.,707,Containerships,19.9
Jin Sheng Hai,Fully Cellular Container,5235,7398,1978,120.53,In Service,Shekou Great Ocean,Shekou Great Ocean,Shekou Great Ocean,Panama,,IFO 380,Diesel 2-Stroke,,429,,2942,Unspec,,,,,,N,6UET45/80D,UET45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,13.5,6.49,17.84,Mitsubishi HI,Singapore,China P.R.,128,Containerships,14
Lorcon General Santos,Fully Cellular Container,5234,5650,2002,109.3,In Service,Lorenzo Shipping,Lorenzo Shipping,Lorenzo Shipping,Philippines,,IFO 380,Diesel 4-Stroke,,519,,4317,,,,,,,N,9M32C,M32,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15,6.7,18.2,Caterpillar,China P.R.,Philippines,2000-108,Containerships,16.75
Capitaine Wallis,Fully Cellular Container,5234,6030,2003,109.39,In Service,Neptune Pacific Line,PIL,Neptune Pacific Line,Singapore,,IFO 380,Diesel 4-Stroke,,519,,4317,,,,,,,N,9M32C,M32,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,15.5,6.7,18.2,Caterpillar,China P.R.,Singapore,01YZJ-639C42,Containerships,16
Tanto Berkat,Fully Cellular Container,5203,6425,1991,119.32,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,319,,4000,Unspec,,,,,,N,6L42MC Mk1,L42,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.6,6.5,18.04,MAN Energy Solutions,China P.R.,Indonesia,H1202,Containerships,14
Armada Sentani,Fully Cellular Container,5087,7826,1982,120.61,Idle,Salam Pacific,Salam Pacific,Salam Pacific,Indonesia,,IFO 380,Diesel 4-Stroke,,451,,4413,Unspec,,,,,,N,12PC2.2,PC2,Diesel 4-Stroke,"Feeder 100-1,000",,Pielstick,15,6.49,18.4,MAN Energy Solutions,Singapore,Indonesia,165,Containerships,21
Tian Fu Tianjin,Fully Cellular Container,5070,7200,1996,97.97,In Service,Tianjin Tianhai,HNA Group,Goto Shipping,China P.R.,,IFO 380,Diesel 2-Stroke,,349,,3235,,,,,,,N,6UEC33LSII,UEC33,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,14,6.65,18.4,Mitsubishi HI,Japan,China P.R.,7087,Containerships,12.1
General Evangelista,Fully Cellular Container,5025,5450,1998,116.2,In Service,Magsaysay Maritime,Magsaysay Maritime,NMC Container Line,Philippines,,IFO 380,Diesel 4-Stroke,,511,,4300,,,,,,,N,6L40/54,40/54,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,16,6.19,16.6,MAN Energy Solutions,China P.R.,Philippines,94113,Containerships,18
Sally Fortune,Fully Cellular Container,5015,6872,2008,101.1,In Service,Indonesian Fortune,Indonesian Fortune,Indonesian Fortune,Indonesia,,IFO 380,Diesel 4-Stroke,,444,1014,3997,,,,,,13.4,N,8L32,32,Diesel 4-Stroke,"Feeder 100-1,000",,Wartsila 4-stroke,12,9.3,18.8,Wartsila,Thailand,Indonesia,45,Containerships,
BF Philipp,Fully Cellular Container,4984,6850,1996,116.4,In Service,Foroohari Schiff,Foroohari Schiff,T.O. Delta S.p.A.,Antigua & B.,,IFO 180,Diesel 4-Stroke,,587,,5939,Unspec,,,,,,N,9SW38,SW38,Diesel 4-Stroke,"Feeder 100-1,000",,Stork-Wartsila,17.5,7.06,19.2,Wartsila,Germany,Germany,654,Containerships,20
Tanto Sentosa,Fully Cellular Container,4943,6797,1984,105,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,327,,4046,,,,,,,N,6UEC45HA,UEC45,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,14,6.72,20,Mitsubishi HI,Japan,Indonesia,1670,Containerships,
J. Pioneer,Fully Cellular Container,4879,6772,1994,113,In Service,Garnet Global LLC,Garnet Global LLC,,Panama,,IFO 380,Diesel 2-Stroke,,404,,3354,,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,13,6.48,19,MAN Energy Solutions,South Korea,Oman,SB408,Containerships,11
Vanly,Fully Cellular Container,4879,6772,1994,113,In Service,Bien Dong Shipping,Bien Dong Shipping,Bien Dong Shipping,Vietnam,,IFO 380,Diesel 2-Stroke,,357,993,3354,,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,6.5,19,MAN Energy Solutions,South Korea,Vietnam,406,Containerships,
Tai Cang He,Fully Cellular Container,4879,6720,1994,113,In Service,Taicang Container,Taicang Container,Taicang Container,China P.R.,,IFO 380,Diesel 2-Stroke,,404,,3354,,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,6.48,19,MAN Energy Solutions,South Korea,China P.R.,SB409,Containerships,14.5
Yi Sheng,Fully Cellular Container,4822,6816,1996,113,In Service,Sinolines Cont Lines,China Merchants,Sinolines Cont Lines,China P.R.,,IFO 380,Diesel 2-Stroke,,404,,3354,,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,6.5,19,MAN Energy Solutions,South Korea,China P.R.,422,Containerships,
Jin Hua,Fully Cellular Container,4813,6383,1997,113,Damaged/Not in Service,Kimure Shipping,Kimure Shipping,,Sierra Leone,,IFO 380,Diesel 2-Stroke,,404,794,3883,,,,,,,N,6L35MC Mk4,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14,6.5,19,MAN Energy Solutions,South Korea,Hong Kong,424,Containerships,
TMS Glory,Fully Cellular Container,4811,6807,1994,113,In Service,Tresnamuda Sejati,Tresnamuda Sejati,Tresnamuda Sejati,Indonesia,,IFO 380,Diesel 2-Stroke,,357,,3354,,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.5,6.47,19,MAN Energy Solutions,South Korea,Indonesia,400,Containerships,12
Tanto Subur I,Fully Cellular Container,4811,6796,1993,112.96,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,385,,3016,Unspec,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.2,6.51,18.99,MAN Energy Solutions,South Korea,Indonesia,397,Containerships,14.7
Tanto Subur II,Fully Cellular Container,4811,6810,1993,112.96,In Service,Tanto Intim Line,Tanto Intim Line,Tanto Intim Line,Indonesia,,IFO 380,Diesel 2-Stroke,,385,,3016,Unspec,,,,,,N,6L35MC Mk1,L35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,14.2,6.51,18.99,MAN Energy Solutions,South Korea,Indonesia,398,Containerships,14.7
Fu An,Fully Cellular Container,4766,7004,1970,115.07,In Service,Tsinlien Trans Co,Tsinlien Trans Co,,Panama,,IFO 380,Diesel 4-Stroke,,228,,4103,Unspec,,,,,,N,12PC2,PC2,Diesel 4-Stroke,"Feeder 100-1,000",,Pielstick,11,6.96,17.23,MAN Energy Solutions,Japan,Hong Kong,1116,Containerships,
Xiao Jiang,Fully Cellular Container,4741,6009,2006,116.5,In Service,Fujian Huarong,Fujian Huarong,Fujian Huarong,China P.R.,,IFO 380,Diesel 4-Stroke,,451,,2700,,,,,,,N,9M25,M25,Diesel 4-Stroke,"Feeder 100-1,000",,MaK,13.5,6.6,15.9,Caterpillar,China P.R.,China P.R.,HD200403,Containerships,11.5
Jatiwangi PB 400,Fully Cellular Container,4734,5762,2000,109.5,In Service,Djakarta Lloyd,Djakarta Lloyd,Djakarta Lloyd,Indonesia,,IFO 380,Diesel 4-Stroke,,459,,3469,,,,,,,N,8L32/40,32/40,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,14.6,6.3,18.25,MAN Energy Solutions,Indonesia,Indonesia,M157,Containerships,
BMI Express,Fully Cellular Container,4721,6250,2000,114.8,In Service,Bayraktar Denizcilik,Bayraktar Denizcilik,,Turkey,,IFO 180,Diesel 2-Stroke,,470,800,4458,Unspec,,,,,,N,6S35MC Mk5,S35,Diesel 2-Stroke,"Feeder 100-1,000",,MAN B. & W.,15,7,16.2,MAN Energy Solutions,Turkey,Turkey,25,Containerships,17.5
Jatipura PB 400,Fully Cellular Container,4674,5919,2001,109.5,In Service,Djakarta Lloyd,Djakarta Lloyd,Djakarta Lloyd,Indonesia,,IFO 380,Diesel 4-Stroke,,459,,3469,,,,,,,N,8L32/40,32/40,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,14.6,6.3,18.25,MAN Energy Solutions,Indonesia,Indonesia,M158,Containerships,
Jatianom PB 400,Fully Cellular Container,4674,5877,2001,109.5,In Service,Djakarta Lloyd,Djakarta Lloyd,Djakarta Lloyd,Indonesia,,IFO 380,Diesel 4-Stroke,,459,,3469,,,,,,,N,8L32/40,32/40,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,14.6,6.3,18.2,MAN Energy Solutions,Indonesia,Indonesia,M159,Containerships,14
Kai Hang 6,Fully Cellular Container,4666,6699,1976,108.5,In Service,Shantou Ocean Transp,Shantou Ocean Transp,Shantou Ocean Transp,China P.R.,,IFO 380,Diesel 4-Stroke,,270,,3825,,,,,,,N,KSLH654,54,Diesel 4-Stroke,"Feeder 100-1,000",,Makita,11,6.5,18.8,MAN Energy Solutions,Japan,China P.R.,255,Containerships,
Ata 2,Fully Cellular Container,4632,3630,2006,118.6,In Service,Safir Gemi,Safir Gemi,Safir Gemi,Panama,,IFO 380,Diesel 4-Stroke,,378,,2500,,,,,,,N,8DKM-28,DKM,Diesel 4-Stroke,"Feeder 100-1,000",,Daihatsu,12.5,6.15,16.2,Daihatsu,China P.R.,Turkey,,Containerships,8
Gulf Mas,Fully Cellular Container,4604,5858,2016,107.8,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,380,882,1323,,,,,,,N,G6300ZC18B,300,Diesel 4-Stroke,"Feeder 100-1,000",,Ningbo C.S.I. Power,,4.8,18,Ningbo C.S.I. Power,China P.R.,Indonesia,WZ-103,Containerships,
Kisik Mas,Fully Cellular Container,4604,5888,2016,107.8,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,380,882,1323,,,,,,,N,G6300ZC18B,300,Diesel 4-Stroke,"Feeder 100-1,000",,Ningbo C.S.I. Power,,4.8,18,Ningbo C.S.I. Power,China P.R.,Indonesia,WZ-100,Containerships,
Palung Mas,Fully Cellular Container,4604,5894,2016,107.8,In Service,Temas Line,Temas Line,Temas Line,Indonesia,,IFO 380,Diesel 4-Stroke,,380,882,1323,,,,,,,N,G6300ZC18B,300,Diesel 4-Stroke,"Feeder 100-1,000",,Ningbo C.S.I. Power,,4.8,18,Ningbo C.S.I. Power,China P.R.,Indonesia,WZ-101,Containerships,
Good Future,Fully Cellular Container,4559,6497,1973,118.12,In Service,Shandong Econo'trade,Shandong Econo'trade,Shandong Econo'trade,Panama,,IFO 380,Diesel 2-Stroke,,310,,4413,Unspec,,,,,,N,6UET52/90,UET52,Diesel 2-Stroke,"Feeder 100-1,000",,Mitsubishi,11,6.49,18.04,Mitsubishi HI,Japan,China P.R.,509,Containerships,11
Ata 1,Fully Cellular Container,4455,6550,2006,118.6,In Service,Safir Gemi,Safir Gemi,Safir Gemi,Panama,,IFO 380,Diesel 4-Stroke,,378,,2500,,,,,,,N,8DK-28,DK,Diesel 4-Stroke,"Feeder 100-1,000",,Daihatsu,12.5,6.15,16.2,Daihatsu,China P.R.,Turkey,,Containerships,8
Padian 1,Fully Cellular Container,4388,6272,1999,111.27,In Service,Amann Ship Mgmt,Amann Ship Mgmt,Sinolines Cont Lines,Panama,,,Diesel 4-Stroke,,411,,3360,,,,,,9,N,7L32/40,32/40,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,14.3,6.44,17.33,MAN Energy Solutions,South Korea,Hong Kong,434,Containerships,14.5
Duygu,Fully Cellular Container,4388,6272,2000,111.27,In Service,DMV Denizcilik Ltd,DMV Denizcilik Ltd,DMV Denizcilik Ltd,Moldova,,IFO 180,Diesel 4-Stroke,,411,,3372,,,,,,9,N,7L32/40,32/40,Diesel 4-Stroke,"Feeder 100-1,000",,MAN Energy Solutions,14.1,6.44,17.33,MAN Energy Solutions,South Korea,Turkey,435,Containerships,14.5
