design_number,ship name,efficiency measure number,efficiency_measures,efficiency measure description,design_speed_kts,cargo type,cargo density (te/m3),cargo capacity (t),design_deadweight_te,design deadweight (m3),design_TEUs,design waterline length (m),design_beam_m,design_draught_m,hull depth (m),lightweight (t),design_displacement_t,installed_main_engine_power_kW,design_main_engine_sfc,design_engine_method,main engine mass (t),main engine volume (m3),design engine margin (%),design shaft power (kW),design propeller open water efficiency (%),design propeller pitch over diameter ratio,design thrust deduction,design wake fraction,design propulsion coefficient,design added resistance (kN),design speed loss due to added resistance (kts),design wave resistance,design increase in viscous resestance due to fouling (%),design total resistance (kN),installed_auxiliary_power_kW,design_auxiliary_engine_SFC_gkWhr,total aux engine mass (te),total auxiliary engine volume (m3),number of auxiliary engines,design auxiliary energy (kW),design heat energy (kW),design main engine fuel (tpd),design aux engine fuel (tpd),design heat fuel (tpd),technology mass (t),technology volume (m3),technology unit purchase cost ($),technology annual through life cost ($),block coefficient,midship coefficient,waterplane_coefficient,longitudinal_centre_of_buoyancy,arrangement propeller diameter (m),arrangement bow space length (m),arrangement length of compartments (m),arrangement length of small compartment (m),arrangement bulkhead/cofferdam thickness (m),arrangement total number of compartments,arrangement number of open compartments,arrangement superstructure length (m),arrangement superstructure position,arrangement engine room position,arrangement overall length (m),arrangement deck height (m),arrangement decks in superstructure,arrangement available deck length (m),arrangement superstructure volume (m3),arrangement bow rake from vertical (radians),arrangement stern slope angle (radians),arrangement flare angle (radians),arrangement deadrise angle (radians),arrangement parallel midbody angle (radians),arrangement stern position over waterline,arrangement propeller position over waterline,arrangement after cutup position over waterline,arrangement parallel midbody aft point over waterline,arrangement parallel midbody fwd point over waterline,arrangement propeller clearance from hull over propeller diameter,arrangement propeller clearance from keel over propeller diameter,arrangement overlap between waterline draught and transom (m),arrangement number of propulsors,arrangement clearance between multiple propulsors over propeller diameter,arrangement transom length over beam at stern,design gz at 0 degrees,design gz at 5 degrees,design gz at 10 degrees,design gz at 15 degrees,design gz at 20 degrees,design gz at 25 degrees,design gz at 30 degrees,design gz at 35 degrees,design gz at 40 degrees,design area under gz at 0 degrees,design area under gz at 5 degrees,design area under gz at 10 degrees,design area under gz at 15 degrees,design area under gz at 20 degrees,design area under gz at 25 degrees,design area under gz at 30 degrees,design area under gz at 35 degrees,design area under gz at 40 degrees,water density,profile 1 / design name,profile 1 / design main energy source,profile 1 / design auxiliary energy source,profile 1 / design heat energy source,profile 1 / design profile avg speed,profile 1 / design profile avg shaft power,profile 1 / design profile avg aux engine power,profile 1 / design profile avg heat fuel power,profile 1 / design profile avg main engine fuel,profile 1 / design profile avg aux engine fuel,profile 1 / design profile avg heat fuel,profile 2 name,profile 2 main energy source,profile 2 auxiliary energy source,profile 2 heat energy source,profile 2 avg speed,profile 2 avg shaft power,profile 2 avg aux engine power,profile 2 avg heat fuel power,profile 2 avg main engine fuel,profile 2 avg aux engine fuel,profile 2 avg heat fuel,profile 3 name,profile 3 main energy source,profile 3 auxiliary energy source,profile 3 heat energy source,profile 3 avg speed,profile 3 avg shaft power,profile 3 avg aux engine power,profile 3 avg heat fuel power,profile 3 avg main engine fuel,profile 3 avg aux engine fuel,profile 3 avg heat fuel,profile 4 name,profile 4 main energy source,profile 4 auxiliary energy source,profile 4 heat energy source,profile 4 avg speed,profile 4 avg shaft power,profile 4 avg aux engine power,profile 4 avg heat fuel power,profile 4 avg main engine fuel,profile 4 avg aux engine fuel,profile 4 avg heat fuel,profile 5 name,profile 5 main energy source,profile 5 auxiliary energy source,profile 5 heat energy source,profile 5 avg speed,profile 5 avg shaft power,profile 5 avg aux engine power,profile 5 avg heat fuel power,profile 5 avg main engine fuel,profile 5 avg aux engine fuel,profile 5 avg heat fuel,all profiles avg speed,all profiles avg shaft power,all profiles avg aux engine power,all profiles avg heat fuel power,all profiles avg main engine fuel,all profiles avg aux engine fuel,all profiles avg heat fuel,WSM version number
28,Container Ship Size 1,0,none fitted,,18,Containers,0.34,6944,6944,20423.52941,533.7039436,116.9664968,18.75,9.463929481,12.63411349,4368.609611,11312.60961,5936.249901,177.7767207,Two-stroke 6 Cylinder MAN B&W G45ME-C9.5-TII,228.5456212,207.7687465,0.742718447,4408.962305,101.922142,1.4,0.186319899,0.194851331,1.03014049,0,0,165.6655143,0,490.4848626,647.0588235,213.4133094,2.685294118,3.494117647,1,550,0,18.81146064,2.817055684,0,0,0,0,0,0.551181568,0.985,0.818696518,0,5.736028067,8.302,12.34,0.682783357,1.6,8,6,13.02278336,1,1,118.6,2.8,7,8.302,4785.872884,0.267035376,0.136135682,0,0,0.251327412,-0.032236348,0.023,0.038,0.044,0.744370365,0.25,0.035,0,1,1,0.965,0,0.107759525,0.285263754,0.491695056,0.697633144,0.883487343,1.037929614,1.156328594,1.239184882,0,0.269398812,1.52135582,4.176912231,8.379470371,14.07635445,21.0886152,29.16908475,38.04868993,1.024,Simple Containers,HFO,HFO,HFO,14.076,2163.720783,550,0,9.862748342,2.817055684,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,563.04,86548.83131,22000,0,394.5099337,112.6822274,0,0.9.4.8.1 (beta)
29,Container Ship Size 1,0,none fitted,,19,Containers,0.34,6944,6944,20423.52941,533.7039436,116.8439793,18.75,10.17375163,13.58170863,4666.944701,11610.9447,8162.739911,175.606946,Two-stroke 6 Cylinder MAN B&W G50ME-B9.5-TII,314.2654866,285.6958969,0.742718447,6062.617507,92.45485807,1.3,0.184340547,0.18589198,0.924974623,0,0,208.7427162,0,573.7222022,647.0588235,213.4133094,2.685294118,3.494117647,1,550,0,25.55130588,2.817055684,0,0,0,0,0,0.526247211,0.985,0.808274803,0,6.178247265,8.302,12.34,0.682783357,1.6,8,6,13.02278336,1,1,118.6,2.8,7,8.302,4785.872884,0.267035376,0.136135682,0,0,0.251327412,-0.033818034,0.023,0.038,0.044,0.729063163,0.25,0.035,0,1,1,0.965,0,0.083017269,0.240276013,0.431184656,0.626268513,0.805661058,0.957596015,1.076900525,1.163489652,0,0.207543172,1.223319548,3.502661251,7.224255815,12.36975103,18.79204635,26.27227774,34.5655045,1.024,Simple Containers,HFO,HFO,HFO,14.858,3047.040761,550,0,13.68299883,2.817055684,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,594.32,121881.6304,22000,0,547.3199534,112.6822274,0,0.9.4.8.1 (beta)
30,Container Ship Size 2,0,none fitted,,18,Containers,0.34,13236,13236,38929.41176,1017.296284,138.5508303,23.1,10.62124481,14.71964127,6517.549318,19753.54932,9473.81174,178.3442576,Two-stroke 5 Cylinder MAN B&W S60ME-C8.5-TII,364.741752,331.5834109,0.742718447,7036.374739,82.69001331,1.2,0.190915048,0.202071468,0.841090598,0,0,182.004675,0,639.1230853,1552.941176,210.753884,6.444705882,8.385882353,1,1320,0,30.1175287,6.676683044,0,0,0,0,0,0.587626905,0.985,0.840838376,0,6.457035515,9.8343,12.34,0.143163558,1.6,10,8,12.48316356,1,1,140.49,2.8,7,9.8343,5651.877133,0.267035376,0.136135682,0,0,0.251327412,-0.029924475,0.023,0.038,0.044,0.766744157,0.25,0.035,0,1,1,0.965,0,0.136885238,0.340997079,0.572608276,0.802265171,1.009481349,1.181432211,1.311650738,1.398724733,0,0.342213094,1.879131979,5.015638062,9.88434237,16.41937159,24.42035886,33.60664677,43.66171229,1.024,Simple Containers,HFO,HFO,HFO,14.076,3670.651091,1320,0,16.67471104,6.676683044,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,563.04,146826.0436,52800,0,666.9884415,267.0673218,0,0.9.4.8.1 (beta)
31,Container Ship Size 2,0,none fitted,,19,Containers,0.34,13236,13236,38929.41176,1017.296284,138.4344906,23.1,11.25846251,15.60274077,6886.327811,20122.32781,12394.18135,175.9172744,Two-stroke 6 Cylinder MAN B&W G60ME-C9.5-TII,477.1759818,433.7963471,0.742718447,9205.387117,81.35765381,1.2,0.189250625,0.192854619,0.817846662,0,0,259.8766074,0,770.2391894,1552.941176,210.753884,6.444705882,8.385882353,1,1320,0,38.86527868,6.676683044,0,0,0,0,0,0.564717289,0.985,0.832691681,0,6.854022146,9.8343,12.34,0.143163558,1.6,10,8,12.48316356,1,1,140.49,2.8,7,9.8343,5651.877133,0.267035376,0.136135682,0,0,0.251327412,-0.031377724,0.023,0.038,0.044,0.752679943,0.25,0.035,0,1,1,0.965,0,0.110499499,0.289983632,0.500859287,0.714954061,0.912345104,1.080188924,1.211552452,1.304245673,0,0.276248747,1.553705321,4.255771698,8.547453286,14.40308635,21.66528418,30.09510993,39.41348637,1.024,Simple Containers,HFO,HFO,HFO,14.858,4646.45578,1320,0,20.89731895,6.676683044,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,594.32,185858.2312,52800,0,835.8927578,267.0673218,0,0.9.4.8.1 (beta)
32,Container Ship Size 2,0,none fitted,,20,Containers,0.34,13236,13236,38929.41176,1017.296284,138.3040123,23.1,11.97311968,16.59316113,7295.492655,20531.49265,16027.74591,174.4900847,Two-stroke 6 Cylinder MAN B&W G70ME-C9.5-TII,617.0682175,560.9711068,0.742718447,11904.10254,78.69056556,1.15,0.187535862,0.184321248,0.782959998,0,0,337.6516557,0,905.8817461,1552.941176,210.753884,6.444705882,8.385882353,1,1320,0,49.85154866,6.676683044,0,0,0,0,0,0.541807672,0.985,0.824093274,0,7.29925356,9.8343,12.34,0.143163558,1.6,10,8,12.48316356,1,1,140.49,2.8,7,9.8343,5651.877133,0.267035376,0.136135682,0,0,0.251327412,-0.032830972,0.023,0.038,0.044,0.73861573,0.25,0.035,0,1,1,0.965,0,0.083376467,0.236596576,0.424496245,0.620440078,0.805286944,0.966356574,1.096397489,1.192556598,0,0.208441168,1.216814943,3.461038435,7.134619853,12.2500376,18.69236376,26.26514035,34.72851929,1.024,Simple Containers,HFO,HFO,HFO,15.64,5995.443591,1320,0,26.75336905,6.676683044,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,625.6,239817.7437,52800,0,1070.134762,267.0673218,0,0.9.4.8.1 (beta)
33,Container Ship Size 2,0,none fitted,,21,Containers,0.34,13236,13236,38929.41176,1017.296284,138.1567868,23.1,12.77950518,17.71070484,7751.665399,20987.6654,20008.39742,173.6161019,Two-stroke 6 Cylinder MAN B&W S80ME-C9.5-TII,770.3233008,700.2939098,0.742718447,14860.60585,77.21225523,1.1,0.185763863,0.176295393,0.761325933,0,0,415.8907944,0,1047.256621,1552.941176,210.753884,6.444705882,8.385882353,1,1320,0,61.92097104,6.676683044,0,0,0,0,0,0.518898056,0.985,0.814968948,0,7.801631726,9.8343,12.34,0.143163558,1.6,10,8,12.48316356,1,1,140.49,2.8,7,9.8343,5651.877133,0.267035376,0.136135682,0,0,0.251327412,-0.034284221,0.023,0.038,0.044,0.724551516,0.25,0.035,0,1,1,0.965,0,0.054762274,0.179344578,0.341307559,0.515809807,0.68471175,0.835680613,0.961296815,1.058162117,0,0.136905686,0.859078504,2.609070292,5.605132602,9.895961012,15.4087213,21.9903664,29.44225577,1.024,Simple Containers,HFO,HFO,HFO,16.422,7612.401809,1320,0,33.7331651,6.676683044,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,656.88,304496.0724,52800,0,1349.326604,267.0673218,0,0.9.4.8.1 (beta)
34,Container Ship Size 2,0,none fitted,,22,Containers,0.34,13236,13236,38929.41176,1017.296284,138.020449,23.1,13.52625647,18.74560342,8169.021688,21405.02169,25272.53605,173.4628169,Two-stroke 5 Cylinder MAN B&W G95ME-C9.5-TII,972.9926379,884.5387618,0.742718447,18770.37872,76.45810949,1.1,0.184253796,0.16994452,0.748133393,0,0,542.26253,0,1240.779657,1552.941176,210.753884,6.444705882,8.385882353,1,1320,0,78.1431064,6.676683044,0,0,0,0,0,0.5,0.985,0.806983425,0,8.266857783,9.8343,12.34,0.143163558,1.6,10,8,12.48316356,1,1,140.49,2.8,7,9.8343,5651.877133,0.267035376,0.136135682,0,0,0.251327412,-0.035483,0.023,0.038,0.044,0.71295,0.25,0.035,0,1,1,0.965,0,0.029390116,0.127930463,0.265652629,0.41938959,0.5719949,0.711563009,0.830651087,0.925502703,0,0.073475289,0.540252024,1.84403591,4.220773028,7.747708229,12.38659025,18.02103301,24.4880452,1.024,Simple Containers,HFO,HFO,HFO,17.204,9519.705805,1320,0,42.18588396,6.676683044,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,688.16,380788.2322,52800,0,1687.435359,267.0673218,0,0.9.4.8.1 (beta)
35,Container Ship Size 3,0,none fitted,,20,Containers,0.34,22561,22561,66355.88235,1733.999809,160.6056114,26.81,13.43306695,19.20126663,10125.52821,32686.52821,21660.25066,174.6378974,Two-stroke 6 Cylinder MAN B&W G80ME-C9.5-TII,833.9196502,758.108773,0.742718447,16087.46772,73.03905532,1,0.1884709,0.189236334,0.732631909,0,0,381.2534814,0,1145.536135,2117.647059,210.1885668,8.788235294,11.43529412,1,1800,0,67.4275569,9.080146088,0,0,0,0,0,0.573625179,0.985,0.869496616,0,8.208800712,11.3568,12.34,0.59420373,1.6,11,9,12.93420373,1,1,162.24,2.8,7,11.3568,6796.613639,0.267035376,0.136135682,0,0,0.251327412,-0.03081266,0.023,0.038,0.044,0.758148497,0.25,0.035,0,1,1,0.965,0,0.071961907,0.209494297,0.383450675,0.570374972,0.751981868,0.914638309,1.048846583,1.148729345,0,0.179904767,1.063450042,3.069548214,6.412739019,11.14456855,17.19107366,24.38638167,32.50243794,1.024,Simple Containers,HFO,HFO,HFO,15.64,8128.486633,1800,0,36.28526449,9.080146088,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,625.6,325139.4653,72000,0,1451.41058,363.2058435,0,0.9.4.8.1 (beta)
36,Container Ship Size 3,0,none fitted,,21,Containers,0.34,22561,22561,66355.88235,1733.999809,160.5145635,26.81,14.18139127,20.27092368,10663.95139,33224.95139,27377.69976,173.9330837,Two-stroke 6 Cylinder MAN B&W S90ME-C10.5-TII,1054.041441,958.2194915,0.742718447,20333.92263,72.43470703,1,0.186948898,0.181472945,0.719549242,0,0,508.1289894,0,1354.339866,2117.647059,210.1885668,8.788235294,11.43529412,1,1800,0,84.88180485,9.080146088,0,0,0,0,0,0.552306438,0.985,0.863110203,0,8.675006761,11.3568,12.34,0.59420373,1.6,11,9,12.93420373,1,1,162.24,2.8,7,11.3568,6796.613639,0.267035376,0.136135682,0,0,0.251327412,-0.032164993,0.023,0.038,0.044,0.745060922,0.25,0.035,0,1,1,0.965,0,0.042404764,0.147397487,0.290197383,0.45035458,0.611418607,0.760608135,0.888482375,0.988614515,0,0.10601191,0.686529446,2.149010338,4.725883705,8.506203123,13.46481649,19.4890631,26.40301127,1.024,Simple Containers,HFO,HFO,HFO,16.422,10029.66275,1800,0,44.70950775,9.080146088,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,656.88,401186.5098,72000,0,1788.38031,363.2058435,0,0.9.4.8.1 (beta)
37,Container Ship Size 3,0,none fitted,,22,Containers,0.34,22561,22561,66355.88235,1733.999809,160.4132034,26.81,15.01447209,21.46173193,11257.93558,33818.93558,33147.39177,175.0257758,Two-stroke 7 Cylinder MAN B&W S90ME-C10.5-TII,1276.174583,1160.158712,0.742718447,24619.17932,72.73108424,1,0.185380966,0.174236647,0.71644416,0,0,623.4334955,0,1558.47022,2117.647059,210.1885668,8.788235294,11.43529412,1,1800,0,103.415783,9.080146088,0,0,0,0,0,0.530987697,0.985,0.856422915,0,9.194016111,11.3568,12.34,0.59420373,1.6,11,9,12.93420373,1,1,162.24,2.8,7,11.3568,6796.613639,0.267035376,0.136135682,0,0,0.251327412,-0.033517326,0.023,0.038,0.044,0.731973347,0.25,0.035,0,1,1,0.965,0,0.011111759,0.080984706,0.189462985,0.319342195,0.456223785,0.588370756,0.706565112,0.803967476,0,0.027779397,0.285799955,1.164380949,2.91005136,5.647321799,9.399367613,14.10763417,19.65037842,1.024,Simple Containers,HFO,HFO,HFO,17.204,12214.10348,1800,0,54.75051253,9.080146088,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,688.16,488564.139,72000,0,2190.020501,363.2058435,0,0.9.4.8.1 (beta)
38,Container Ship Size 3,0,none fitted,,23,Containers,0.34,22561,22561,66355.88235,1733.999809,160.2997539,26.81,15.94691539,22.79456921,11916.06442,34477.06442,39996.30325,176.7003638,Two-stroke 8 Cylinder MAN B&W S90ME-C10.5-TII,1539.857675,1399.870614,0.742718447,29705.99222,73.17486969,1,0.18376128,0.167397656,0.715297117,0,0,764.1346173,0,1795.84137,2117.647059,210.1885668,8.788235294,11.43529412,1,1800,0,125.9774312,9.080146088,0,0,0,0,0,0.509668956,0.985,0.849382851,0,9.774928287,11.3568,12.34,0.59420373,1.6,11,9,12.93420373,1,1,162.24,2.8,7,11.3568,6796.613639,0.267035376,0.136135682,0,0,0.251327412,-0.034869659,0.023,0.038,0.044,0.718885772,0.25,0.035,0,1,1,0.965,0,-0.02272567,0.008657022,0.078876696,0.174214898,0.282544055,0.393366807,0.497857199,0.588904152,0,-0.056814176,-0.148799972,0.091676879,0.921597603,2.499032233,4.895169528,8.106646562,12.06819294,1.024,Simple Containers,HFO,HFO,HFO,17.986,14834.60035,1800,0,67.07231774,9.080146088,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,719.44,593384.0139,72000,0,2682.89271,363.2058435,0,0.9.4.8.1 (beta)
39,Container Ship Size 3,0,none fitted,,24,Containers,0.34,22561,22561,66355.88235,1733.999809,160.2437419,26.81,16.40727878,23.45261403,12238.41721,34799.41721,51157.48681,173.8075431,Two-stroke 10 Cylinder MAN B&W G95ME-C9.5-TII,1969.563242,1790.512038,0.742718447,37995.60914,70.83503819,1,0.183007934,0.164394833,0.689058367,0,0,993.7814346,0,2120.525262,2117.647059,210.1885668,8.788235294,11.43529412,1,1800,0,158.4941633,9.080146088,0,0,0,0,0,0.5,0.985,0.846056868,0,10.06173468,11.3568,12.34,0.59420373,1.6,11,9,12.93420373,1,1,162.24,2.8,7,11.3568,6796.613639,0.267035376,0.136135682,0,0,0.251327412,-0.035483,0.023,0.038,0.044,0.71295,0.25,0.035,0,1,1,0.965,0,-0.039167249,-0.026602923,0.024722591,0.102751523,0.196459125,0.295975508,0.392709375,0.479474107,0,-0.097918123,-0.360261675,-0.431469813,-0.050978053,0.953927374,2.676161768,5.137812745,8.30004489,1.024,Simple Containers,HFO,HFO,HFO,18.768,18576.51078,1800,0,82.78966946,9.080146088,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,750.72,743060.4312,72000,0,3311.586778,363.2058435,0,0.9.4.8.1 (beta)
40,Container Ship Size 4,0,none fitted,,22,Containers,0.34,43140,43140,126882.3529,3315.666493,223.9795656,31.4,14.49932388,22.83958707,17507.65296,60647.65296,34359.62878,176.1234434,Two-stroke 7 Cylinder MAN B&W S90ME-C10.5-TII,1322.845708,1202.587007,0.742718447,25519.53011,68.20690467,1,0.181279441,0.233645514,0.729851262,0,0,407.465071,0,1645.696048,2905.882353,200.1893267,12.05941176,15.69176471,1,2470,0,107.8701004,11.86722328,0,0,0,0,0,0.603056129,0.985,0.723452158,0,8.87307878,15.855,12.34,0.881276901,1.6,15,13,13.2212769,1,1,226.5,2.8,7,15.855,8136.902656,0.267035376,0.136135682,0,0,0.251327412,-0.028945738,0.023,0.038,0.044,0.776216157,0.25,0.035,0,1,1,0.965,0,0.029425994,0.107460331,0.226500334,0.374531898,0.536497408,0.69566508,0.835000166,0.938538489,0,0.073564986,0.489345786,1.592898276,3.66172969,6.875632699,11.29728244,16.86310825,23.38445531,1.024,Simple Containers,HFO,HFO,HFO,17.204,13988.12015,2470,0,62.40767482,11.86722328,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,688.16,559524.8058,98800,0,2496.306993,474.6889314,0,0.9.4.8.1 (beta)
41,Container Ship Size 4,0,none fitted,,23,Containers,0.34,43140,43140,126882.3529,3315.666493,223.8704341,31.4,15.12712577,23.82851152,18240.52716,61380.52716,41675.77171,174.3351055,Two-stroke 8 Cylinder MAN B&W G95ME-C9.5-TII,1604.517211,1458.65201,0.742718447,30953.36443,67.77757248,1,0.180117604,0.227439378,0.719146269,0,0,532.8589963,0,1881.31937,2905.882353,200.1893267,12.05941176,15.69176471,1,2470,0,129.5101932,11.86722328,0,0,0,0,0,0.585013225,0.985,0.712418355,0,9.264199356,15.855,12.34,0.881276901,1.6,15,13,13.2212769,1,1,226.5,2.8,7,15.855,8136.902656,0.267035376,0.136135682,0,0,0.251327412,-0.030090271,0.023,0.038,0.044,0.765139619,0.25,0.035,0,1,1,0.965,0,0.000448048,0.037590046,0.113249933,0.222066111,0.353228448,0.492216751,0.622541199,0.727485188,0,0.001120119,0.097335473,0.568410534,1.689825475,3.683227151,6.679911268,10.69734802,15.62876699,1.024,Simple Containers,HFO,HFO,HFO,17.986,16626.25219,2470,0,73.59227453,11.86722328,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,719.44,665050.0876,98800,0,2943.690981,474.6889314,0,0.9.4.8.1 (beta)
42,Container Ship Size 4,0,none fitted,,24,Containers,0.34,43140,43140,126882.3529,3315.666493,223.7517348,31.4,15.80996811,24.90413664,19032.71492,62172.71492,50193.26361,173.9335528,Two-stroke 11 Cylinder MAN B&W S90ME-C10.5-TII,1932.440649,1756.764226,0.742718447,37279.46278,67.48744426,1,0.178930573,0.221633076,0.710549827,0,0,680.7490306,0,2145.449083,2905.882353,200.1893267,12.05941176,15.69176471,1,2470,0,155.6195858,11.86722328,0,0,0,0,0,0.566970322,0.985,0.700691374,0,9.689610132,15.855,12.34,0.881276901,1.6,15,13,13.2212769,1,1,226.5,2.8,7,15.855,8136.902656,0.267035376,0.136135682,0,0,0.251327412,-0.031234805,0.023,0.038,0.044,0.754063081,0.25,0.035,0,1,1,0.965,0,-0.029272298,-0.034638675,-0.004678864,0.062108798,0.159397214,0.275121903,0.393574427,0.497498322,0,-0.073180746,-0.306138925,-0.491029461,-0.359151787,0.349885238,1.834676062,4.194221643,7.405839581,1.024,Simple Containers,HFO,HFO,HFO,18.768,19682.48679,2470,0,87.09155937,11.86722328,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,750.72,787299.4717,98800,0,3483.662375,474.6889314,0,0.9.4.8.1 (beta)
43,Container Ship Size 4,0,none fitted,,25,Containers,0.34,43140,43140,126882.3529,3315.666493,223.6221984,31.4,16.5551534,26.07796547,19891.35533,63031.35533,58841.36575,175.1217175,Two-stroke 11 Cylinder MAN B&W G95ME-C9.5-TII,2265.392581,2059.447801,0.742718447,43702.56777,67.7333358,1,0.177715398,0.216137131,0.708263401,0,0,819.3955979,0,2406.728038,2905.882353,200.1893267,12.05941176,15.69176471,1,2470,0,183.6784494,11.86722328,0,0,0,0,0,0.548927419,0.985,0.688178676,0,10.15386057,15.855,12.34,0.881276901,1.6,15,13,13.2212769,1,1,226.5,2.8,7,15.855,8136.902656,0.267035376,0.136135682,0,0,0.251327412,-0.032379338,0.023,0.038,0.044,0.742986542,0.25,0.035,0,1,1,0.965,0,-0.060199858,-0.110139828,-0.128635902,-0.107113574,-0.047181513,0.041796373,0.145131005,0.24524083,0,-0.150499645,-0.726848504,-1.599137396,-2.51010084,-3.163622494,-3.295039129,-2.723229753,-1.384472653,1.024,Simple Containers,HFO,HFO,HFO,19.55,23067.30117,2470,0,102.7757703,11.86722328,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,782,922692.0466,98800,0,4111.030813,474.6889314,0,0.9.4.8.1 (beta)
44,Container Ship Size 4,0,none fitted,,26,Containers,0.34,43140,43140,126882.3529,3315.666493,223.4803285,31.4,17.37128975,27.36355763,20824.73936,63964.73936,67747.80389,174.3457896,Two-stroke 13 Cylinder MAN B&W G95ME-C9.5-TII,2608.29045,2371.173136,0.742718447,50317.54366,68.36584874,1,0.176468972,0.210872144,0.710460763,0,0,955.9135459,0,2672.707623,2905.882353,200.1893267,12.05941176,15.69176471,1,2470,0,210.5436451,11.86722328,0,0,0,0,0,0.530884516,0.985,0.674771074,0,10.66231351,15.855,12.34,0.881276901,1.6,15,13,13.2212769,1,1,226.5,2.8,7,15.855,8136.902656,0.267035376,0.136135682,0,0,0.251327412,-0.033523872,0.023,0.038,0.044,0.731910004,0.25,0.035,0,1,1,0.965,0,-0.092874655,-0.189975253,-0.260189283,-0.287661169,-0.269045948,-0.210761256,-0.126237088,-0.033162798,0,-0.232186637,-1.171498043,-2.771847514,-4.791946849,-6.902867563,-8.775000442,-10.14439944,-10.85849188,1.024,Simple Containers,HFO,HFO,HFO,20.332,26828.47369,2470,0,118.8685752,11.86722328,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,813.28,1073138.947,98800,0,4754.743007,474.6889314,0,0.9.4.8.1 (beta)
45,Container Ship Size 5,0,none fitted,,23,Containers,0.34,68573,68573,201685.2941,5270.403301,272.1545696,35.8,15.55234195,25.15782348,25084.29279,93657.29279,54285.53967,173.6849028,Two-stroke 12 Cylinder MAN B&W S90ME-C10.5-TII,2089.993277,1899.993888,0.742718447,40318.87169,62.2050422,0.95,0.179521636,0.258002362,0.687749819,0,0,506.6959495,0,2343.561145,3058.823529,200.1506709,12.69411765,16.51764706,1,2600,0,168.0667035,12.48940187,0,0,0,0,0,0.624268231,0.985,0.818537533,0,9.529109037,19.341,12.34,0.203658537,1.6,19,17,12.54365854,1,1,276.3,2.8,7,19.341,8801.634322,0.267035376,0.136135682,0,0,0.251327412,-0.027600169,0.023,0.038,0.044,0.789238267,0.25,0.035,0,1,1,0.965,0,0.048783472,0.166290758,0.335451482,0.535882464,0.745334917,0.941143211,1.101675713,1.207788176,0,0.121958681,0.781602937,2.451685432,5.468649002,10.01139861,16.09093122,23.55083656,32.07868557,1.024,Simple Containers,HFO,HFO,HFO,17.986,22544.15733,2600,0,98.96627054,12.48940187,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,719.44,901766.293,104000,0,3958.650821,499.5760747,0,0.9.4.8.1 (beta)
