design_number,ship name,efficiency measure number,efficiency_measures,efficiency measure description,design_speed_kts,cargo type,cargo density (te/m3),cargo capacity (t),design_deadweight_te,design deadweight (m3),design_TEUs,design waterline length (m),design_beam_m,design_draught_m,hull depth (m),lightweight (t),design_displacement_t,installed_main_engine_power_kW,design_main_engine_sfc,design_engine_method,main engine mass (t),main engine volume (m3),design engine margin (%),design shaft power (kW),design propeller open water efficiency (%),design propeller pitch over diameter ratio,design thrust deduction,design wake fraction,design propulsion coefficient,design added resistance (kN),design speed loss due to added resistance (kts),design wave resistance,design increase in viscous resestance due to fouling (%),design total resistance (kN),installed_auxiliary_power_kW,design_auxiliary_engine_SFC_gkWhr,total aux engine mass (te),total auxiliary engine volume (m3),number of auxiliary engines,design auxiliary energy (kW),design heat energy (kW),design main engine fuel (tpd),design aux engine fuel (tpd),design heat fuel (tpd),technology mass (t),technology volume (m3),technology unit purchase cost ($),technology annual through life cost ($),block coefficient,midship coefficient,waterplane_coefficient,longitudinal_centre_of_buoyancy,arrangement propeller diameter (m),arrangement bow space length (m),arrangement length of compartments (m),arrangement length of small compartment (m),arrangement bulkhead/cofferdam thickness (m),arrangement total number of compartments,arrangement number of open compartments,arrangement superstructure length (m),arrangement superstructure position,arrangement engine room position,arrangement overall length (m),arrangement deck height (m),arrangement decks in superstructure,arrangement available deck length (m),arrangement superstructure volume (m3),arrangement bow rake from vertical (radians),arrangement stern slope angle (radians),arrangement flare angle (radians),arrangement deadrise angle (radians),arrangement parallel midbody angle (radians),arrangement stern position over waterline,arrangement propeller position over waterline,arrangement after cutup position over waterline,arrangement parallel midbody aft point over waterline,arrangement parallel midbody fwd point over waterline,arrangement propeller clearance from hull over propeller diameter,arrangement propeller clearance from keel over propeller diameter,arrangement overlap between waterline draught and transom (m),arrangement number of propulsors,arrangement clearance between multiple propulsors over propeller diameter,arrangement transom length over beam at stern,design gz at 0 degrees,design gz at 5 degrees,design gz at 10 degrees,design gz at 15 degrees,design gz at 20 degrees,design gz at 25 degrees,design gz at 30 degrees,design gz at 35 degrees,design gz at 40 degrees,design area under gz at 0 degrees,design area under gz at 5 degrees,design area under gz at 10 degrees,design area under gz at 15 degrees,design area under gz at 20 degrees,design area under gz at 25 degrees,design area under gz at 30 degrees,design area under gz at 35 degrees,design area under gz at 40 degrees,water density,profile 1 / design name,profile 1 / design main energy source,profile 1 / design auxiliary energy source,profile 1 / design heat energy source,profile 1 / design profile avg speed,profile 1 / design profile avg shaft power,profile 1 / design profile avg aux engine power,profile 1 / design profile avg heat fuel power,profile 1 / design profile avg main engine fuel,profile 1 / design profile avg aux engine fuel,profile 1 / design profile avg heat fuel,profile 2 name,profile 2 main energy source,profile 2 auxiliary energy source,profile 2 heat energy source,profile 2 avg speed,profile 2 avg shaft power,profile 2 avg aux engine power,profile 2 avg heat fuel power,profile 2 avg main engine fuel,profile 2 avg aux engine fuel,profile 2 avg heat fuel,profile 3 name,profile 3 main energy source,profile 3 auxiliary energy source,profile 3 heat energy source,profile 3 avg speed,profile 3 avg shaft power,profile 3 avg aux engine power,profile 3 avg heat fuel power,profile 3 avg main engine fuel,profile 3 avg aux engine fuel,profile 3 avg heat fuel,profile 4 name,profile 4 main energy source,profile 4 auxiliary energy source,profile 4 heat energy source,profile 4 avg speed,profile 4 avg shaft power,profile 4 avg aux engine power,profile 4 avg heat fuel power,profile 4 avg main engine fuel,profile 4 avg aux engine fuel,profile 4 avg heat fuel,profile 5 name,profile 5 main energy source,profile 5 auxiliary energy source,profile 5 heat energy source,profile 5 avg speed,profile 5 avg shaft power,profile 5 avg aux engine power,profile 5 avg heat fuel power,profile 5 avg main engine fuel,profile 5 avg aux engine fuel,profile 5 avg heat fuel,all profiles avg speed,all profiles avg shaft power,all profiles avg aux engine power,all profiles avg heat fuel power,all profiles avg main engine fuel,all profiles avg aux engine fuel,all profiles avg heat fuel,WSM version number
64,Container Ship Size 8,0,none fitted,,27,Containers,0.34,192172,192172,565211.7647,14770.01069,388.4880432,59,18.81693409,36.23255113,78084.71972,270256.7197,202695.7432,175.6408268,Large Engine 3rd GHG Study Equation.,7803.786113,7094.351012,0.742718447,150545.8675,51.98156901,1,0.194811865,0.276953673,0.571636729,0,0,1464.509619,0,6195.701277,4317.647059,200.8263204,17.91823529,23.31529412,1,3670,0,634.6080153,17.6887823,0,0,0,0,0,0.631289118,0.985,0.800545113,0,11.56294994,27.678,12.34,0.149354376,1.6,27,25,12.48935438,1,1,395.4,2.8,7,27.678,14442.6894,0.267035376,0.136135682,0,0,0.251327412,-0.027154806,0.023,0.038,0.044,0.79354839,0.25,0.035,0,1,1,0.965,0,0.375730237,1.054903775,1.846470422,2.606018929,3.23072665,3.654311433,3.841986501,3.785418993,0,0.939325592,5.455236213,15.34593114,31.09333057,52.20024185,77.48965368,105.3661771,134.0396571,1.024,Simple Containers,HFO,HFO,HFO,21.114,80589.59994,3670,0,359.4768987,17.6887823,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,844.56,3223583.998,146800,0,14379.07595,707.5512919,0,0.9.4.8.1 (beta)
65,Wet Bulk/Oil/Chemical Ship Size 1,0,none fitted,,10,Wet Bulk,1,2790,2790,2790,72.90777087,69.06914658,11.97,6.247637898,7.846925496,1290.781726,4080.781726,514.8187518,190.6957548,Small Engine 3rd GHG Study Equation.,19.82052194,18.01865631,0.742718447,382.3653836,96.3992663,1.1,0.191686186,0.286339263,1.115054586,0,0,23.26703229,0,82.87813436,441.1764706,213.4185565,1.830882353,2.382352941,1,375,0,1.74997093,1.920767008,0,0,0,0,0,0.77983155,0.998,0.96732868,2.096631002,3.76781697,4.879,30,0.148255234,0.09,3,1,30.14825523,1,1,69.7,2.8,4,39.46174477,4041.79569,0.267035376,0.136135682,0,0,0.251327412,-0.01707929,0.023,0.038,0.044,0.884738589,0.25,0.035,0,1,1,0.965,0,0.06590808,0.188465263,0.327226087,0.455628221,0.558741163,0.631015434,0.674032403,0.694254911,0,0.164770201,0.965473761,2.725865296,5.501066284,9.176060295,13.54730469,18.38746287,23.49326217,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,8.91,301.0157793,375,0,1.398721171,1.920767008,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,356.4,12040.63117,15000,0,55.94884685,76.83068032,0,0.9.4.8.1 (beta)
66,Wet Bulk/Oil/Chemical Ship Size 1,0,none fitted,,11,Wet Bulk,1,2790,2790,2790,72.90777087,69.04258889,11.97,6.510651204,8.177265674,1342.512455,4132.512455,701.4092352,190.6957548,Small Engine 3rd GHG Study Equation.,27.00425555,24.54932323,0.742718447,520.9495776,108.3619495,1.25,0.191226016,0.262117131,1.209847507,0,0,40.27980621,0,111.3778703,441.1764706,213.4185565,1.830882353,2.382352941,1,375,0,2.38422895,1.920767008,0,0,0,0,0,0.757814705,0.998,0.958336422,1.656294102,3.871707225,4.879,30,0.148255234,0.09,3,1,30.14825523,1,1,69.7,2.8,4,39.46174477,4041.79569,0.267035376,0.136135682,0,0,0.251327412,-0.01849434,0.023,0.038,0.044,0.871222447,0.25,0.035,0,1,1,0.965,0,0.050892514,0.164766168,0.298740075,0.424546346,0.526166084,0.597465881,0.639834992,0.659823318,0,0.127231286,0.793609278,2.364290304,4.919356546,8.357503488,12.48199861,17.06891549,21.91764875,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,9.801,397.0823849,375,0,1.849597758,1.920767008,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,392.04,15883.29539,15000,0,73.98391033,76.83068032,0,0.9.4.8.1 (beta)
67,Wet Bulk/Oil/Chemical Ship Size 1,0,none fitted,,12,Wet Bulk,1,2790,2790,2790,72.90777087,69.01379093,11.97,6.795850908,8.535471586,1398.216046,4188.216046,835.6970422,190.6957548,Small Engine 3rd GHG Study Equation.,32.17433612,29.24939648,0.742718447,620.687609,138.1004123,1.45,0.190741985,0.239142895,1.491730528,0,0,66.25975887,0,149.9848791,441.1764706,213.4185565,1.830882353,2.382352941,1,375,0,2.84069981,1.920767008,0,0,0,0,0,0.73579786,0.998,0.949825237,1.215957202,3.984361109,4.879,30,0.148255234,0.09,3,1,30.14825523,1,1,69.7,2.8,4,39.46174477,4041.79569,0.267035376,0.136135682,0,0,0.251327412,-0.019909389,0.023,0.038,0.044,0.857706306,0.25,0.035,0,1,1,0.965,0,0.035735381,0.140526428,0.269207997,0.391899822,0.491540825,0.561423938,0.602731626,0.622072263,0,0.089338451,0.619331425,1.994983559,4.320773098,7.509124273,11.37038824,15.684337,20.25317579,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,10.692,452.7583474,375,0,2.116187355,1.920767008,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,427.68,18110.33389,15000,0,84.64749418,76.83068032,0,0.9.4.8.1 (beta)
68,Wet Bulk/Oil/Chemical Ship Size 1,0,none fitted,,13,Wet Bulk,1,2790,2790,2790,72.90777087,68.98246918,11.97,7.10604492,8.925069917,1458.343794,4248.343794,936.7642381,190.6957548,Small Engine 3rd GHG Study Equation.,36.06542317,32.78674833,0.742718447,695.7520798,178.2055788,1.6,0.190230816,0.217899752,1.868241452,0,0,96.78939757,0,194.3611388,441.1764706,213.4185565,1.830882353,2.382352941,1,375,0,3.184247232,1.920767008,0,0,0,0,0,0.713781015,0.998,0.941788451,0.775620302,4.106887743,4.879,30,0.148255234,0.09,3,1,30.14825523,1,1,69.7,2.8,4,39.46174477,4041.79569,0.267035376,0.136135682,0,0,0.251327412,-0.021324438,0.023,0.038,0.044,0.844190165,0.25,0.035,0,1,1,0.965,0,0.02030227,0.115476755,0.238227009,0.357155054,0.454205051,0.522107513,0.561824247,0.579994183,0,0.050755675,0.440958911,1.61391021,3.697932891,6.619220791,10.19551483,14.21061302,18.4697197,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,11.583,508.6090828,375,0,2.376229194,1.920767008,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,463.32,20344.36331,15000,0,95.04916774,76.83068032,0,0.9.4.8.1 (beta)
69,Wet Bulk/Oil/Chemical Ship Size 1,0,none fitted,,14,Wet Bulk,1,2790,2790,2790,72.90777087,68.94829208,11.97,7.444516742,9.350184692,1523.415438,4313.415438,1823.396761,190.6957548,Small Engine 3rd GHG Study Equation.,70.20077531,63.81888665,0.742718447,1354.27041,135.3223944,1.6,0.189688998,0.198602396,1.380165681,0,0,146.8785177,0,259.5218022,441.1764706,213.4185565,1.830882353,2.382352941,1,375,0,6.198086833,1.920767008,0,0,0,0,0,0.69176417,0.998,0.932404324,0.335283402,4.240584113,4.879,30,0.148255234,0.09,3,1,30.14825523,1,1,69.7,2.8,4,39.46174477,4041.79569,0.267035376,0.136135682,0,0,0.251327412,-0.022739487,0.023,0.038,0.044,0.830674024,0.25,0.035,0,1,1,0.965,0,0.004438393,0.089307079,0.205333316,0.319697758,0.413398603,0.478616311,0.516079082,0.532429268,0,0.011095984,0.256555649,1.216424336,3.042335312,5.67432061,8.937854401,12.62113366,16.53260224,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,945.5194241,375,0,4.435313266,1.920767008,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,37820.77696,15000,0,177.4125307,76.83068032,0,0.9.4.8.1 (beta)
70,Wet Bulk/Oil/Chemical Ship Size 2,0,none fitted,,11,Wet Bulk,1,6862,6862,6862,179.3165318,101.4982196,17.6,6.54181804,8.690282396,2630.00343,9492.00343,948.4360709,190.6957548,Small Engine 3rd GHG Study Equation.,36.51478873,33.19526248,0.742718447,704.4209652,95.62213558,1.35,0.201428524,0.347908562,1.1916455,0,0,25.59270215,0,148.3378349,662.3529412,213.5175643,2.748764706,3.576705882,1,563,0,3.223922104,2.885049329,0,0,0,0,0,0.800386238,0.998,0.929089566,2.507724769,3.884018126,7.182,30,0.165104686,0.09,4,2,30.16510469,1,1,102.6,2.8,4,72.34489531,5946.145436,0.267035376,0.136135682,0,0,0.251327412,-0.015758216,0.023,0.038,0.044,0.897357112,0.25,0.035,0,1,1,0.965,0,0.227471777,0.475285073,0.713480879,0.92189278,1.088682254,1.208874527,1.282895134,1.315107362,0,0.568679443,2.894251009,7.05437857,12.92651492,20.25768445,28.72328203,37.97489251,47.67713658,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,9.801,568.9339751,563,0,2.638977044,2.885049329,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,392.04,22757.35901,22520,0,105.5590817,115.4019732,0,0.9.4.8.1 (beta)
71,Wet Bulk/Oil/Chemical Ship Size 2,0,none fitted,,12,Wet Bulk,1,6862,6862,6862,179.3165318,101.4629154,17.6,6.751436588,8.968743883,2712.051669,9574.051669,1175.292456,190.6957548,Small Engine 3rd GHG Study Equation.,45.24875956,41.13523597,0.742718447,872.9113874,109.9273364,1.5,0.201030769,0.327591221,1.325308716,0,0,44.13853866,0,187.4007124,662.3529412,213.5175643,2.748764706,3.576705882,1,563,0,3.995051901,2.885049329,0,0,0,0,0,0.782239533,0.998,0.918819954,2.144790657,3.966817452,7.182,30,0.165104686,0.09,4,2,30.16510469,1,1,102.6,2.8,4,72.34489531,5946.145436,0.267035376,0.136135682,0,0,0.251327412,-0.016924527,0.023,0.038,0.044,0.886216849,0.25,0.035,0,1,1,0.965,0,0.2089675,0.444748741,0.675766525,0.880604944,1.046491306,1.167778625,1.244428842,1.280496957,0,0.522418749,2.6791281,6.592288117,12.1726331,19.19188608,27.34378918,36.29375441,45.71714101,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,10.692,682.4275807,563,0,3.17286688,2.885049329,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,427.68,27297.10323,22520,0,126.9146752,115.4019732,0,0.9.4.8.1 (beta)
72,Wet Bulk/Oil/Chemical Ship Size 2,0,none fitted,,13,Wet Bulk,1,6862,6862,6862,179.3165318,101.4253361,17.6,6.974563712,9.265150434,2799.020023,9661.020023,1563.939836,190.6957548,Small Engine 3rd GHG Study Equation.,60.2116837,54.73789427,0.742718447,1161.566966,116.6230682,1.6,0.200619451,0.307461937,1.361360361,0,0,71.03534821,0,236.4499745,662.3529412,213.5175643,2.748764706,3.576705882,1,563,0,5.316141343,2.885049329,0,0,0,0,0,0.764092827,0.998,0.909607321,1.781856545,4.054952666,7.182,30,0.165104686,0.09,4,2,30.16510469,1,1,102.6,2.8,4,72.34489531,5946.145436,0.267035376,0.136135682,0,0,0.251327412,-0.018090837,0.023,0.038,0.044,0.875076587,0.25,0.035,0,1,1,0.965,0,0.191056251,0.415076321,0.638992267,0.840231401,1.005150252,1.127469101,1.206707275,1.246619383,0,0.477640627,2.470612683,6.143474955,11.43901479,18.15304742,25.99747144,34.65158513,43.80166996,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,11.583,883.0989057,563,0,4.114426683,2.885049329,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,463.32,35323.95623,22520,0,164.5770673,115.4019732,0,0.9.4.8.1 (beta)
73,Wet Bulk/Oil/Chemical Ship Size 2,0,none fitted,,14,Wet Bulk,1,6862,6862,6862,179.3165318,101.3852613,17.6,7.212507371,9.581239566,2891.344039,9753.344039,2537.378546,191.323899,Two-stroke 5 Cylinder MAN B&W S30ME-B9.5-TII,97.68907402,88.80824911,0.742718447,1884.557852,100.026122,1.6,0.200192897,0.288009957,1.132203074,0,0,107.1414366,0,296.2586493,662.3529412,213.5175643,2.748764706,3.576705882,1,563,0,8.65346295,2.885049329,0,0,0,0,0,0.745946122,0.998,0.899590458,1.418922433,4.148940412,7.182,30,0.165104686,0.09,4,2,30.16510469,1,1,102.6,2.8,4,72.34489531,5946.145436,0.267035376,0.136135682,0,0,0.251327412,-0.019257148,0.023,0.038,0.044,0.863936324,0.25,0.035,0,1,1,0.965,0,0.173665801,0.386123962,0.602943754,0.80048888,0.964308883,1.087531159,1.169253752,1.212939117,0,0.434164503,2.267803415,5.70578261,10.72172358,17.13494019,24.6753125,33.03610268,41.91471923,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,1415.128191,563,0,6.621006088,2.885049329,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,56605.12762,22520,0,264.8402435,115.4019732,0,0.9.4.8.1 (beta)
74,Wet Bulk/Oil/Chemical Ship Size 2,0,none fitted,,15,Wet Bulk,1,6862,6862,6862,179.3165318,101.3424424,17.6,7.466744817,9.918973693,2989.51052,9851.51052,3941.887696,189.2687101,Two-stroke 6 Cylinder MAN B&W S35ME-B9.5-TII,151.7626763,137.9660693,0.742718447,2927.712706,88.88811698,1.6,0.199749361,0.269580928,0.977280002,0,0,156.3524331,0,370.7844232,662.3529412,213.5175643,2.748764706,3.576705882,1,563,0,13.29898578,2.885049329,0,0,0,0,0,0.727799416,0.998,0.889190745,1.055988321,4.249364203,7.182,30,0.165104686,0.09,4,2,30.16510469,1,1,102.6,2.8,4,72.34489531,5946.145436,0.267035376,0.136135682,0,0,0.251327412,-0.020423458,0.023,0.038,0.044,0.852796062,0.25,0.035,0,1,1,0.965,0,0.156715342,0.357730744,0.567381231,0.761060563,0.923575542,1.047500937,1.131535223,1.178857315,0,0.391788355,2.069691926,5.276798722,10.01635628,16.13059795,23.36722801,31.43357075,40.03839015,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,13.365,2178.245095,563,0,10.08863678,2.885049329,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,534.6,87129.8038,22520,0,403.545471,115.4019732,0,0.9.4.8.1 (beta)
75,Wet Bulk/Oil/Chemical Ship Size 3,0,none fitted,,11,Wet Bulk,1,13320,13320,13320,348.0758093,122.460577,20.5,8.48113315,11.86055017,4409.546591,17729.54659,1636.928337,190.6957548,Small Engine 3rd GHG Study Equation.,63.02174098,57.2924918,0.742718447,1215.776872,73.83995033,1,0.200895115,0.355226016,0.933466504,0,0,22.88263139,0,200.5511705,1103.529412,211.5940199,4.579647059,5.959058824,1,938,0,5.564243717,4.763404575,0,0,0,0,0,0.818499315,0.998,0.922500775,2.869986301,4.650047594,8.687,30,0.829611167,0.09,4,2,30.82961117,1,1,124.1,2.8,4,93.18038883,7078.478724,0.267035376,0.136135682,0,0,0.251327412,-0.014594067,0.023,0.038,0.044,0.90847673,0.25,0.035,0,1,1,0.965,0,0.168243587,0.378989054,0.600128705,0.808069283,0.986648307,1.126051155,1.221729114,1.273318648,0,0.420608968,2.209299541,5.604566576,10.62538331,17.13235049,24.88071992,33.56529848,42.85724067,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,9.801,1085.480815,938,0,5.009906907,4.763404575,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,392.04,43419.23262,37520,0,200.3962763,190.536183,0,0.9.4.8.1 (beta)
76,Wet Bulk/Oil/Chemical Ship Size 3,0,none fitted,,12,Wet Bulk,1,13320,13320,13320,348.0758093,122.4155542,20.5,8.714047047,12.18627162,4529.222014,17849.22201,2220.900458,190.6957548,Small Engine 3rd GHG Study Equation.,85.50466764,77.73151604,0.742718447,1649.503738,75.96846021,1.1,0.200468763,0.336657152,0.931786651,0,0,41.68373465,0,248.9738946,1103.529412,211.5940199,4.579647059,5.959058824,1,938,0,7.54928065,4.763404575,0,0,0,0,0,0.801999253,0.998,0.913725821,2.539985056,4.742048584,8.687,30,0.829611167,0.09,4,2,30.82961117,1,1,124.1,2.8,4,93.18038883,7078.478724,0.267035376,0.136135682,0,0,0.251327412,-0.015654546,0.023,0.038,0.044,0.898347341,0.25,0.035,0,1,1,0.965,0,0.150495259,0.345979292,0.554813559,0.753652465,0.926386903,1.063088559,1.158955216,1.213257303,0,0.376238148,1.993662673,5.110593032,9.768791989,15.85302157,23.14267748,31.35550832,40.18342766,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,10.692,1436.63649,938,0,6.638882557,4.763404575,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,427.68,57465.45958,37520,0,265.5553023,190.536183,0,0.9.4.8.1 (beta)
77,Wet Bulk/Oil/Chemical Ship Size 3,0,none fitted,,13,Wet Bulk,1,13320,13320,13320,348.0758093,122.3680358,20.5,8.959871257,12.53004766,4655.167196,17975.1672,2913.40307,190.4825657,Two-stroke 6 Cylinder MAN B&W S30ME-B9.5-TII,112.1660182,101.9691074,0.742718447,2163.838202,80.39621518,1.25,0.20003256,0.317781825,0.956777515,0,0,70.37981079,0,309.5691413,1103.529412,211.5940199,4.579647059,5.959058824,1,938,0,9.89216286,4.763404575,0,0,0,0,0,0.785499191,0.998,0.905538109,2.209983811,4.839149147,8.687,30,0.829611167,0.09,4,2,30.82961117,1,1,124.1,2.8,4,93.18038883,7078.478724,0.267035376,0.136135682,0,0,0.251327412,-0.016715024,0.023,0.038,0.044,0.888217953,0.25,0.035,0,1,1,0.965,0,0.133056226,0.313313296,0.50969213,0.699167564,0.86574116,0.999414785,1.095165237,1.151920132,0,0.332640565,1.781204935,4.62200174,8.9183813,14.57857202,21.40581478,29.1408018,37.49642832,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,11.583,1826.880529,938,0,8.447227749,4.763404575,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,463.32,73075.22116,37520,0,337.88911,190.536183,0,0.9.4.8.1 (beta)
78,Wet Bulk/Oil/Chemical Ship Size 3,0,none fitted,,14,Wet Bulk,1,13320,13320,13320,348.0758093,122.3178134,20.5,9.219683876,12.89338597,4787.867382,18107.86738,3950.304716,189.3082909,Two-stroke 6 Cylinder MAN B&W S35ME-B9.5-TII,152.0867316,138.2606651,0.742718447,2933.964183,81.56280321,1.35,0.199585367,0.299098394,0.942511633,0,0,110.8201362,0,383.9536158,1103.529412,211.5940199,4.579647059,5.959058824,1,938,0,13.33016988,4.763404575,0,0,0,0,0,0.768999128,0.998,0.895487304,1.879982565,4.941775131,8.687,30,0.829611167,0.09,4,2,30.82961117,1,1,124.1,2.8,4,93.18038883,7078.478724,0.267035376,0.136135682,0,0,0.251327412,-0.017775503,0.023,0.038,0.044,0.878088565,0.25,0.035,0,1,1,0.965,0,0.115862226,0.280863506,0.464574755,0.644364276,0.804401881,0.934663814,1.029938744,1.088835056,0,0.289655564,1.571125457,4.136879873,8.070664339,13.30349042,19.66215936,26.91032529,34.78210665,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,12.474,2414.037822,938,0,11.11075568,4.763404575,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,498.96,96561.5129,37520,0,444.4302271,190.536183,0,0.9.4.8.1 (beta)
79,Wet Bulk/Oil/Chemical Ship Size 3,0,none fitted,,15,Wet Bulk,1,13320,13320,13320,348.0758093,122.2646554,20.5,9.494683509,13.27796276,4927.857693,18247.85769,4941.777066,177.7475035,Two-stroke 5 Cylinder MAN B&W G45ME-C9.5-TII,190.258417,172.9621973,0.742718447,3670.348986,88.66287219,1.5,0.199126016,0.281007989,0.996107811,0,0,164.350404,0,473.7919932,1103.529412,211.5940199,4.579647059,5.959058824,1,938,0,15.65748886,4.763404575,0,0,0,0,0,0.752499066,0.998,0.886205829,1.54998132,5.050399986,8.687,30,0.829611167,0.09,4,2,30.82961117,1,1,124.1,2.8,4,93.18038883,7078.478724,0.267035376,0.136135682,0,0,0.251327412,-0.018835982,0.023,0.038,0.044,0.867959177,0.25,0.035,0,1,1,0.965,0,0.098842332,0.248489148,0.419252148,0.588966416,0.74202792,0.86843182,0.962811881,1.023481233,0,0.247105829,1.362540359,3.65311647,7.221793249,12.02169513,17.90291428,24.65210308,32.02486557,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,13.365,2945.313893,938,0,12.74839339,4.763404575,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,534.6,117812.5557,37520,0,509.9357357,190.536183,0,0.9.4.8.1 (beta)
80,Wet Bulk/Oil/Chemical Ship Size 4,0,none fitted,,13,Wet Bulk,1,46249,46249,46249,1208.570428,172.0265493,31.8,12.56479461,18.76169547,10940.01367,57189.01367,5960.75133,177.8937408,Two-stroke 6 Cylinder MAN B&W G45ME-C9.5-TII,229.4889262,208.6262965,0.742718447,4427.159968,64.50254604,0.85,0.213267479,0.351674775,0.796875645,0,0,49.05289544,0,527.5184899,1323.529412,210.814787,5.492647059,7.147058824,1,1125,0,18.90153715,5.69199925,0,0,0,0,0,0.818901255,0.998,0.840838551,2.878025101,6.26309387,12.187,30,0.374975075,0.09,6,4,30.37497507,1,1,174.1,2.8,4,143.6350249,10818.35112,0.267035376,0.136135682,0,0,0.251327412,-0.014568234,0.023,0.038,0.044,0.90872348,0.25,0.035,0,1,1,0.965,0,0.226214496,0.530219179,0.863894098,1.189109272,1.476864541,1.706430593,1.864491538,1.944289382,0,0.565536241,3.022156669,7.832987808,15.12523148,24.76293919,36.41333838,49.60672019,63.78990134,1.024,Simple Wet Bulk and Chemical,HFO,HFO,HFO,11.583,4052.937045,1125,0,17.43515732,5.69199925,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,463.32,162117.4818,45000,0,697.4062927,227.67997,0,0.9.4.8.1 (beta)
