Name,Type,GT,Dwt,Built,LOA (m),Status,Owner,Group Owner,Operator,Flag State,SOx Scrubber Status,Main Engine Fuel Type,Power Type,Total Installed Diesel Cap. (kW),TEU,Auxiliary Engine 1 (mkW),Main Engine 1 (mkW),Main Bunker Fuel Type,Ancillary Engine Fuel Type,Design Speed,Main Consumption at Design Speed (tpd),Ice Class Equivalent (Fi-Sw),Ice_class_level,Price_NB,Ice Class (Ind),Main Engine Model,Main Engine Model Series,Power Type,SFC Vessel Types,OFC Vessel Types,Main Engine Model Designer,Speed (knots),Draught (m),Beam (m),Main Engine Model Designer group,Builder Country/Region,Owner Nationality/Region,Hull No,Fleet Type,Consumption (tpd)
Rek King,Bulk Carrier,10490,16857,1997,143.45,In Service,Reknav Mgmt,Reknav Mgmt,Reknav Mgmt,Panama,,IFO 380,Diesel 2-Stroke,,0,,3913,MGO,,,,,0,,Y,6L35MC Mk1,L35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,8.81,22,MAN Energy Solutions,China P.R.,Egypt,297,Bulkers,15
Ayyildiz,Bulk Carrier,10490,16860,1996,143.5,In Service,Statu Gemi Kiralama,Statu Gemi Kiralama,Statu Gemi Kiralama,Panama,,IFO 380,Diesel 2-Stroke,,,,3913,MGO,,,,ID,2,,Y,6L35MC Mk1,L35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,8.81,22,MAN Energy Solutions,China P.R.,Turkey,296,Bulkers,15
Wafaa M,Bulk Carrier,10490,16860,1997,143.45,In Service,Mansour Mgmt,Mansour Mgmt,Mansour Mgmt,Cook Islands,,IFO 380,Diesel 2-Stroke,,,,3900,,,,,,0,,Y,6L35MC Mk1,L35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14.5,8.81,22,MAN Energy Solutions,China P.R.,Turkey,298,Bulkers,17.5
Bao Li,Bulk Carrier,10490,16860,1998,143.45,In Service,Dalian Shenghua,Dalian Shenghua,Dalian Shenghua,Panama,,IFO 180,Diesel 2-Stroke,,,,3882,,,,,,0,,Y,6L35MC Mk5,L35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,12.8,8.81,22,MAN Energy Solutions,China P.R.,China P.R.,299,Bulkers,15
Lodestar,Bulk Carrier,10397,16987,2008,151.5,In Service,Statu Gemi Kiralama,Statu Gemi Kiralama,Statu Gemi Kiralama,Malta,,IFO 180,Diesel 4-Stroke,,,849,3824,Unspec,,,,IB,4,,Y,8PC2.5,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,12.4,8.6,21,MAN Energy Solutions,China P.R.,Turkey,TL0511,Bulkers,16
Valeri Vasiliev,Open Hatch Carrier,10374,13565,1991,135.29,In Service,Azia Shipping,Azia Shipping,Azia Shipping,Russia,,IFO 380,Diesel 2-Stroke,,,,6068,Unspec,,,,IA SUPER,6,,Y,5L50MC Mk1,L50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,7.98,21.6,MAN Energy Solutions,Finland,Russia,RR-26,Bulkers,18.5
Dong Hong 8,Bulk Carrier,10360,16371,2012,151,In Service,HongKong Rundong,Donghong Group,HongKong Rundong,Liberia,,IFO 380,Diesel 4-Stroke,,,,3310,IFO 380,,,,,0,,Y,8N330-EN,N330,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Yanmar,12.9,8.2,21,Yanmar,China P.R.,China P.R.,DH2008-8-1,Bulkers,
Jingang Mountain,Bulk Carrier,10360,16371,2010,151,In Service,Bahari Semesta,Bahari Semesta,Bahari Semesta,Panama,,IFO 380,Diesel 4-Stroke,,224,1155,3310,,,,,,0,,Y,8N330-EN,N330,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Yanmar,11,8.2,21,Yanmar,China P.R.,Indonesia,8,Bulkers,11
Mei Shan Gang 17,Bulk Carrier,10356,17004,2008,150.9,In Service,Daishan Hongcheng,Daishan Hongcheng,Daishan Hongcheng,China P.R.,,,Diesel 4-Stroke,,,660,3310,,,,,,0,,Y,8N330-EN,N330,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Yanmar,,8.3,21,Yanmar,China P.R.,China P.R.,,Bulkers,
Hai Chang Sheng,Bulk Carrier,10310,16069,2012,146.5,In Service,Changhong Shipping,Changhong Shipping,Changhong Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2942,,,,,Category II,1,,Y,G8300ZC6B,G300,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wuxi Wandi,,8.4,21,Cummins Inc,China P.R.,China P.R.,,Bulkers,
Hua Sheng 156,Bulk Carrier,10277,16751,2009,149.48,In Service,Wenzhou Huashun,Wenzhou Huashun,Wenzhou Huashun,China P.R.,,,Diesel 4-Stroke,,,560,2941,,,,,,0,,Y,X8320ZC4B,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,,8.2,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
Yong Teng,Bulk Carrier,10248,16662,2009,149.7,In Service,Taizhou Yongan,Taizhou Yongan,Taizhou Yongan,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2941,,,,,Category II,1,,Y,GN6320Zc2B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.45,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Dong Sheng 170,Bulk Carrier,10248,17000,2010,149.7,In Service,Nantong Dongsheng,Nantong Dongsheng,Nantong Dongsheng,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,Category II,1,,Y,DN8320ZC7B,DN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,11.7,8.45,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Ji Hang 57,Bulk Carrier,10248,16662,2009,149.7,In Service,Quanzhou Jihang,Quanzhou Jihang,Quanzhou Jihang,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3307,,,,,Category II,1,,Y,X8320ZCB,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,11.77,8.45,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
Wei Lun 208,Bulk Carrier,10248,17288,2010,149.7,In Service,Weilun Shipping,Weilun Shipping,Weilun Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,Category II,1,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,11.77,8.45,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Han Ling 2,Bulk Carrier,10248,16783,2010,149.7,In Service,Taizhou Jinxin Shpg.,Taizhou Jinxin Shpg.,Taizhou Jinxin Shpg.,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,Category II,1,,Y,DN8320ZC7B,DN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.45,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Wei Lun 206,Bulk Carrier,10248,16662,2009,149.7,In Service,Weilun Shipping,Weilun Shipping,Weilun Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,Category II,1,,Y,GN6320Zc2B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,11.77,8.45,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Yunus Emre,Bulk Carrier,10228,13902,1998,142.14,In Service,Emiroglu Deniz,Emiroglu Deniz,Emiroglu Deniz,Panama,,IFO 380,Diesel 2-Stroke,,,,4900,,,,,Category II,1,,Y,7S35MC Mk4,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,8.21,22.2,MAN Energy Solutions,Bulgaria,Turkey,714,Bulkers,
Ping Xiang 16,Bulk Carrier,10222,16459,2009,149.48,In Service,Cangzhou Pingxiang,Cangzhou Pingxiang,Cangzhou Pingxiang,China P.R.,,,Diesel 4-Stroke,,,560,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.2,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Yi Hang 77,Bulk Carrier,10222,16558,2009,149.48,In Service,Unknown Chinese,Unknown Chinese,,China P.R.,,IFO 380,Diesel 4-Stroke,,,560,2941,,,,,,0,,Y,X8320ZC4B,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,,8.2,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
Serdika,Bulk Carrier,10220,13971,1997,142.14,In Service,Credo-Plus Nvgtn,Credo-Plus Nvgtn,Credo-Plus Nvgtn,Belize,,IFO 380,Diesel 2-Stroke,,,,4900,,,,,Category II,1,,Y,7S35MC Mk4,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,8.21,22.2,MAN Energy Solutions,Bulgaria,Bulgaria,711,Bulkers,
Bogdan,Bulk Carrier,10220,13898,1997,142.14,In Service,Navibulgar,Navibulgar,Navibulgar,Belize,,IFO 380,Diesel 2-Stroke,,,,4900,,,,,Category II,1,,Y,7S35MC Mk4,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,8.21,22.2,MAN Energy Solutions,Bulgaria,Bulgaria,712,Bulkers,
Queen Sara,Bulk Carrier,10220,13887,1998,142.14,In Service,MCD Denizcilik,MCD Denizcilik,MCD Denizcilik,Sierra Leone,,IFO 380,Diesel 2-Stroke,,,,4900,,,,,Category II,1,,Y,7S35MC Mk4,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,8.21,22.2,MAN Energy Solutions,Bulgaria,Turkey,713,Bulkers,
Hai Hong Da 98,Bulk Carrier,10215,16725,2009,149.48,In Service,Taizhou Haihong,Taizhou Haihong,Taizhou Haihong,China P.R.,,,Diesel 4-Stroke,,,660,2970,,,,,,0,,Y,DN8320ZC14B,DN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.2,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Hua Sheng,Bulk Carrier,10214,16751,2009,149.48,In Service,Cangzhou Yuntong,Cangzhou Yuntong,Cangzhou Yuntong,China P.R.,,,Diesel 4-Stroke,,,560,2941,,,,,,0,,Y,X8320ZC4B,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,,8.2,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
MBC Daisy,Bulk Carrier,10154,15332,2011,145.6,In Service,Mediterranean Bulk,ESA Group,Mediterranean Bulk,Panama,,IFO 380,Diesel 4-Stroke,,,,3310,,,,,Category II,1,,Y,8N330-EW,N330,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Yanmar,12,8.2,21,Yanmar,China P.R.,Italy,AL0818,Bulkers,
Kapitan Samoylenko,Bulk Carrier,10117,14203,1975,151.77,In Service,FESCO,FESCO,FESCO,Russia,,IFO 380,Diesel 2-Stroke,,,,7281,,,,,,0,,Y,6RND68,RND68,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,Sulzer,15.75,8.69,21.06,Sulzer,Poland,Russia,B540/11,Bulkers,
Hai Li 16,Bulk Carrier,10102,16663,2008,147.02,In Service,Nanjing Haili,Nanjing Haili,Nanjing Haili,China P.R.,,IFO 380,Diesel 4-Stroke,,,900,2970,,,,,,0,,Y,Unknown,,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.25,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Pasila,Open Hatch Carrier,10098,13367,1995,137.1,In Service,ESL Shipping,ASPO PLC,ESL Shipping,Finland,,IFO 180,Diesel 4-Stroke,,,,6160,IFO 380,,,,IA SUPER,6,,Y,8R46,VASA 46,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 4-stroke,14,8.15,21.63,Wartsila,Finland,Finland,409,Bulkers,17
Tali,Open Hatch Carrier,10098,13340,1998,137.1,In Service,ESL Shipping,ASPO PLC,ESL Shipping,Finland,,IFO 180,Diesel 4-Stroke,,,,6250,IFO 380,,,,IA SUPER,6,29,Y,8R46A,VASA 46,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Wartsila 4-stroke,14,8.15,21.6,Wartsila,Finland,Finland,422,Bulkers,20
Chang Fu Men,Bulk Carrier,10088,16648,2007,149.18,In Service,Nanjing Twin Rivers,Nanjing Jianghai,Nanjing Twin Rivers,China P.R.,,IFO 380,Diesel 4-Stroke,,,568,2970,,,,,,0,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.2,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Gao Lan 001,Bulk Carrier,10087,12499,2019,139.2,In Service,Zhuhai Port Shipping,Zhuhai Port Holdings,Zhuhai Port Shipping,China P.R.,,,Diesel 4-Stroke,,,,2380,,,,,Category II,1,70,Y,8L27/38,27/38,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN Energy Solutions,,7.15,20.4,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Hua Yuan Sheng,Bulk Carrier,10064,16423,2008,146.64,In Service,Unknown Chinese,Unknown Chinese,,China P.R.,,IFO 380,Diesel 4-Stroke,,,560,2868,,,,,,0,,Y,Unknown,,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.25,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Yong Xing 19,Bulk Carrier,10064,15670,2009,146.64,In Service,Ningbo Yongzheng,Ningbo Yongzheng,Ningbo Yongzheng,China P.R.,,,Diesel 4-Stroke,,,600,2868,,,,,,0,,Y,6PC2.5L,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.25,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
An Lan 3,Bulk Carrier,10053,15670,2008,147.36,In Service,Daishan Huaxiang,Daishan Huaxiang,Daishan Huaxiang,China P.R.,,IFO 380,Diesel 4-Stroke,,,705,4038,,,,,,0,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.2,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Tai Lian Cheng,Bulk Carrier,10053,15897,2008,147.36,In Service,Qinzhou Yuanshunda,Qinzhou Yuanshunda,Qinzhou Yuanshunda,China P.R.,,,Diesel 4-Stroke,,,675,2700,,,,,,0,,Y,9M25,M25,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,MaK,,8.2,21,Caterpillar,China P.R.,China P.R.,,Bulkers,
Hong Tai 27,Bulk Carrier,10047,14886,2015,153,In Service,Hongtai Shipping,Hongtai Shipping,Hongtai Shipping,China P.R.,,IFO 380,Diesel 4-Stroke,,933,,3552,,,,,Category II,1,,Y,8G32A,G32,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Guangzhou Diesel,12.3,7.85,20.8,Guangzhou Diesel,China P.R.,China P.R.,,Bulkers,
Yan Zhan 23,Bulk Carrier,10047,14876,2015,153,In Service,Xiamen Yanzhan Shpg,Xiamen Yanzhan Shpg,Xiamen Yanzhan Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3552,,,,,Category II,1,,Y,8G32,G32,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Guangzhou Diesel,,7.85,20.8,Guangzhou Diesel,China P.R.,China P.R.,,Bulkers,
Tai Lian Da,Bulk Carrier,10012,16413,2008,146.64,In Service,Qinzhou Yuanshunda,Qinzhou Yuanshunda,Qinzhou Yuanshunda,China P.R.,,,Diesel 4-Stroke,,,660,3300,,,,,,0,,Y,6PC2.6,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.25,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Yu Fan 6,Bulk Carrier,9995,16018,2009,145,In Service,Sunny Leasing,Sunny Loantop,,China P.R.,,IFO 380,Diesel 4-Stroke,,,600,2941,,,,,,0,,Y,X8320ZC4B,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,,8.5,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
Hong Xiang 98,Bulk Carrier,9991,16033,2010,146.6,In Service,Xiamen Hongxiang,Xiamen Hongxiang,Xiamen Hongxiang,China P.R.,,IFO 380,Diesel 4-Stroke,,,560,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.4,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Yun Hai 351,Bulk Carrier,9984,13913,2005,141.86,In Service,Anhui Yunhai,Anhui Yunhai,Anhui Yunhai,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2942,,,,,Category II,1,,Y,G6300ZC19B,300,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,7.2,22.8,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Xie Hai 107,Bulk Carrier,9956,16322,2009,146,In Service,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,552,2941,,,,,,0,,Y,X8320ZC4B,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,,8.2,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
Hong Pu 69,Bulk Carrier,9936,16647,2009,147,In Service,Taizhou Jintai,Taizhou Jintai,Taizhou Jintai,China P.R.,,IFO 380,Diesel 4-Stroke,,,504,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Zhe Xing Hang 96,Bulk Carrier,9931,16738,2010,147.02,In Service,Wenling Xinghang,Wenling Xinghang,Wenling Xinghang,China P.R.,,IFO 380,Diesel 4-Stroke,,,480,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Xie Hai Zhi Chun,Bulk Carrier,9909,16712,2009,147.02,In Service,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,752,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Xie Hai 109,Bulk Carrier,9909,16760,2010,147.02,In Service,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,480,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
An Run Da,Bulk Carrier,9909,16062,2010,147.02,In Service,Anhui Zhongrun,Alen Group,Anhui Zhongrun,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,11.8,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,ZR2008-01,Bulkers,
Wang Da 97,Bulk Carrier,9895,16719,2009,147.02,In Service,Nanjing Wangda Shpg,Nanjing Wangda Shpg,Nanjing Wangda Shpg,China P.R.,,,Diesel 4-Stroke,,,480,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Run An,Bulk Carrier,9895,16764,2010,147.02,In Service,Tianjin Hongji Weiye,Tianjin Hongji Weiye,Tianjin Hongji Weiye,China P.R.,,,Diesel 4-Stroke,,,440,3300,,,,,,0,,Y,6PC2.6,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.25,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Wu Shen,Bulk Carrier,9895,16788,2008,147.02,In Service,Zhejiang Shenhua,Zhejiang Shenhua,Zhejiang Shenhua,China P.R.,,,Diesel 4-Stroke,,,480,2970,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Zhong Jin 5,Bulk Carrier,9895,16712,2010,147,In Service,Sainty Marine,Sainty Marine,Sainty Marine,China P.R.,,IFO 380,Diesel 4-Stroke,,,480,2970,,,,,,0,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.25,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Xin Yun Sheng 32,Bulk Carrier,9895,16616,2010,147.02,In Service,Taizhou Yunsheng,Taizhou Yunsheng,Taizhou Yunsheng,China P.R.,,,Diesel 4-Stroke,,,470,3552,,,,,,0,,Y,8G32,G32,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Guangzhou Diesel,,8.25,21,Guangzhou Diesel,China P.R.,China P.R.,,Bulkers,
Qin Feng 209,Bulk Carrier,9895,16146,2009,147.02,In Service,Zhejiang Qinfeng,Zhejiang Qinfeng,Zhejiang Qinfeng,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2968,,,,,,0,,Y,GN8320Zc14B,GN320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,,8.25,21,Ningbo C.S.I. Power,China P.R.,China P.R.,,Bulkers,
Sofiya,Bulk Carrier,9815,13790,1992,143.7,In Service,Rose Shipping Ltd,Rose Shipping Ltd,Rose Shipping Ltd,Vanuatu,,IFO 380,Diesel 2-Stroke,,,,3810,Unspec,,,,IC,3,,Y,6L50MC-E Mk1,L50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13.5,8.4,20.59,MAN Energy Solutions,Poland,Greece,5671,Bulkers,15
Joy M,Bulk Carrier,9815,13759,1993,143.7,In Service,Joy Marine Co,Joy Marine Co,Joy Marine Co,Panama,,IFO 380,Diesel 2-Stroke,,,,3810,Unspec,,,,IC,3,,Y,6L50MC-E Mk1,L50,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,13,8.42,20.59,MAN Energy Solutions,Poland,Romania,B567/04,Bulkers,13.5
Xie Hai 106,Bulk Carrier,9792,16372,2009,146,In Service,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,Zhejiang Xiehai Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,552,2941,,,,,,0,,Y,X8320ZC4B,X320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Jiangsu Antai Power,,8.2,21,Jiangsu Antai Power,China P.R.,China P.R.,,Bulkers,
Hai Zhi Xing,Bulk Carrier,9732,16176,2007,146.3,In Service,Zhejiang Xinyihai,Zhejiang Shpg Group,Zhejiang Xinyihai,China P.R.,,IFO 380,Diesel 4-Stroke,,,600,2970,,,,,,0,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.2,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Chang An Men,Bulk Carrier,9692,15783,2007,146.3,In Service,Nanjing Twin Rivers,Nanjing Jianghai,Nanjing Twin Rivers,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2970,,,,,Category II,1,,Y,6PC2.5,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.2,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Zhi Hang,Bulk Carrier,9692,15844,2007,146.3,In Service,Fuzhou Kuaihang,Fuzhou Kuaihang,Fuzhou Kuaihang,China P.R.,,IFO 380,Diesel 4-Stroke,,,,3300,,,,,Category II,1,,Y,6PC2.6,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.2,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Zhong Hai Tong 28,Bulk Carrier,9692,16012,2006,146.3,In Service,Xiamen Zhonghaitong,Xiamen Zhonghaitong,Xiamen Zhonghaitong,China P.R.,,,Diesel 4-Stroke,,,,3299,,,,,Category II,1,,Y,6PC2.6L,PC2,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Pielstick,,8.2,21,MAN Energy Solutions,China P.R.,China P.R.,,Bulkers,
Ning Xing 16,Bulk Carrier,9583,15986,2007,146.3,In Service,Nanjing Puxing Shpg,Nanjing Puxing Shpg,Nanjing Puxing Shpg,China P.R.,,IFO 380,Diesel 4-Stroke,,,,2968,,,,,,0,,Y,8320ZC4B,320,Diesel 4-Stroke,"Handysize Bulkers 10-39,999 dwt",,Ningbo C.S.I. Power,11.5,8.2,21,Ningbo C.S.I. Power,China P.R.,China P.R.,WJZ005,Bulkers,
Impala,Bulk Carrier,9556,13425,2008,138.1,In Service,Peter Dohle,Peter Dohle,Peter Dohle,Antigua & B.,,IFO 380,Diesel 2-Stroke,,,1545,5180,,,,,Category II,1,,Y,7S35MC6.1,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,8,21,MAN Energy Solutions,China P.R.,Germany,04-695C,Bulkers,
Fulmar S,Bulk Carrier,9556,13450,2007,138.1,In Service,Fulmar Shpg,Fulmar Shpg,Fulmar Shpg,Barbados,,IFO 380,Diesel 2-Stroke,,,1545,5180,,,,,ID,2,,Y,7S35MC6.1,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,8,21,MAN Energy Solutions,China P.R.,Marshall Is.,04-692C,Bulkers,21
Liberta,Bulk Carrier,9556,13447,2007,138.1,In Service,Peter Dohle,Peter Dohle,Peter Dohle,Antigua & B.,,IFO 380,Diesel 2-Stroke,,,1545,5180,,,,,Category II,1,,Y,7S35MC6.1,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,8,21,MAN Energy Solutions,China P.R.,Germany,04-693C,Bulkers,
Sagitta,Bulk Carrier,9556,13464,2008,138.1,In Service,Peter Dohle,Peter Dohle,Peter Dohle,Antigua & B.,,IFO 380,Diesel 2-Stroke,,,1545,5180,,,,,Category II,1,,Y,7S35MC6.1,S35,Diesel 2-Stroke,"Handysize Bulkers 10-39,999 dwt",,MAN B. & W.,14,8,21,MAN Energy Solutions,China P.R.,Germany,04-694C,Bulkers,
